,solar_result,3시간기온,강수형태,강수확률,습도,풍속,풍향,하늘상태,altitude,azimuth,altitude_m,azimuth_m
2018011900,0.0,4.0,0.0,0.0,30.0,1.4,286.0,1.0,0.0,0.0,-76.32502473190021,2.7533138774860527e-14
2018011901,0.0,3.6666666666666665,0.0,1.6666666666666667,31.666666666666668,1.5999999999999999,286.3333333333333,1.1666666666666667,0.0,0.0,-71.07617758103672,47.76019816095254
2018011902,0.0,3.3333333333333335,0.0,3.3333333333333335,33.333333333333336,1.8,286.6666666666667,1.3333333333333333,0.0,0.0,-60.52803383457837,70.52067391766903
2018011903,0.0,3.0,0.0,5.0,35.0,2.0,287.0,1.5,0.0,0.0,-48.653262692427035,83.19770590619768
2018011904,0.0,2.666666666666667,0.0,6.666666666666667,36.666666666666664,2.2,287.3333333333333,1.6666666666666665,0.0,0.0,-36.47746342445414,87.60539563123301
2018011905,0.0,2.3333333333333335,0.0,8.333333333333334,38.333333333333336,2.4000000000000004,287.6666666666667,1.8333333333333333,0.0,0.0,-24.367370112352017,100.36165884999848
2018011906,0.0,2.0,0.0,10.0,40.0,2.6,288.0,2.0,3.61,32.1125,-12.55405768988574,108.12208168101817
2018011907,0.0,2.6666666666666665,0.0,10.0,38.333333333333336,2.6333333333333333,288.0,2.0,7.22,64.225,-1.2683769650266383,116.32627290230451
2018011908,5.04,3.333333333333333,0.0,10.0,36.666666666666664,2.666666666666667,288.0,2.0,10.83,96.33749999999999,9.194433222536999,125.52667676098008
2018011909,48.96,4.0,0.0,10.0,35.0,2.7,288.0,2.0,14.44,128.45,18.421448976354895,136.25955821425606
2018011910,79.92,5.666666666666667,0.0,6.666666666666666,31.666666666666668,2.566666666666667,298.0,1.6666666666666667,20.8,142.35999999999999,25.84100051071022,148.97781243964
2018011911,92.64,7.333333333333334,0.0,3.333333333333333,28.333333333333332,2.433333333333333,308.0,1.3333333333333335,27.160000000000004,156.27,30.745749086112237,163.77763224112311
2018011912,118.8,9.0,0.0,0.0,25.0,2.3,318.0,1.0,33.52,170.18,32.4749752680998,180.0
2018011913,123.84,9.333333333333334,0.0,0.0,26.666666666666668,2.033333333333333,316.3333333333333,1.0,30.470000000000002,185.93666666666667,30.745749086112237,196.22236775887689
2018011914,109.44,9.666666666666666,0.0,0.0,28.333333333333332,1.7666666666666666,314.6666666666667,1.0,27.42,201.69333333333333,25.84100051071022,211.02218756036
2018011915,83.04,10.0,0.0,0.0,30.0,1.5,313.0,1.0,24.37,217.45,18.421448976354895,223.74044178574394
2018011916,41.28,9.333333333333334,0.0,0.0,33.333333333333336,1.6333333333333333,314.3333333333333,1.0,15.093333333333334,227.74333333333334,9.194433222536999,234.47332323901992
2018011917,7.44,8.666666666666666,0.0,0.0,36.666666666666664,1.7666666666666666,315.6666666666667,1.0,5.816666666666666,238.03666666666666,-1.2683769650266383,243.6737270976955
2018011918,0.0,8.0,0.0,0.0,40.0,1.9,317.0,1.0,-3.46,248.33,-12.55405768988574,288.1220816810182
2018011919,0.0,7.333333333333333,0.0,3.3333333333333335,41.666666666666664,1.7,324.0,1.3333333333333333,-2.3066666666666666,165.55333333333334,-24.367370112352017,280.3616588499985
2018011920,0.0,6.666666666666667,0.0,6.666666666666667,43.333333333333336,1.5,331.0,1.6666666666666665,-1.1533333333333333,82.77666666666667,-36.47746342445414,272.394604368767
2018011921,0.0,6.0,0.0,10.0,45.0,1.3,338.0,2.0,0.0,0.0,-48.653262692427035,276.8022940938023
2018011922,0.0,5.666666666666667,0.0,10.0,46.666666666666664,1.3333333333333333,328.3333333333333,2.0,0.0,0.0,-60.52803383457837,289.479326082331
2018011923,0.0,5.333333333333333,0.0,10.0,48.333333333333336,1.3666666666666667,318.6666666666667,2.0,0.0,0.0,-71.07617758103672,312.23980183904746
2018012000,0.0,5.0,0.0,10.0,50.0,1.4,309.0,2.0,0.0,0.0,-76.32502473190021,2.7533138774860527e-14
2018012001,0.0,4.666666666666667,0.0,10.0,49.166666666666664,1.4666666666666666,310.0,2.0,0.0,0.0,-71.07617758103672,47.76019816095254
2018012002,0.0,4.333333333333333,0.0,10.0,48.333333333333336,1.5333333333333332,311.0,2.0,0.0,0.0,-60.52803383457837,70.52067391766903
2018012003,0.0,4.0,0.0,10.0,47.5,1.6,312.0,2.0,0.0,0.0,-48.653262692427035,83.19770590619768
2018012004,0.0,3.666666666666667,0.0,10.0,46.666666666666664,1.6666666666666667,313.0,2.0,0.0,0.0,-36.47746342445414,87.60539563123301
2018012005,0.0,3.3333333333333335,0.0,10.0,45.833333333333336,1.7333333333333334,314.0,2.0,0.0,0.0,-24.367370112352017,100.36165884999848
2018012006,0.0,3.0,0.0,10.0,45.0,1.8,315.0,2.0,3.625,32.0825,-12.55405768988574,108.12208168101817
2018012007,0.0,3.6666666666666665,0.0,10.0,43.333333333333336,1.9333333333333333,316.6666666666667,2.0,7.25,64.165,-1.2683769650266383,116.32627290230451
2018012008,6.24,4.333333333333333,0.0,10.0,41.666666666666664,2.066666666666667,318.3333333333333,2.0,10.875,96.2475,9.194433222536999,125.52667676098008
2018012009,45.12,5.0,0.0,10.0,40.0,2.2,320.0,2.0,14.5,128.33,18.421448976354895,136.25955821425606
2018012010,78.96,6.333333333333333,0.0,10.0,35.0,1.9333333333333333,321.0,2.0,21.013333333333332,142.2566666666667,25.84100051071022,148.97781243964
2018012011,95.76,7.666666666666666,0.0,10.0,30.0,1.6666666666666665,322.0,2.0,27.526666666666664,156.18333333333334,30.745749086112237,163.77763224112311
2018012012,114.48,9.0,0.0,10.0,25.0,1.4,323.0,2.0,34.04,170.11,32.4749752680998,180.0
2018012013,116.16,9.333333333333334,0.0,10.0,26.666666666666668,1.7666666666666666,241.0,2.0,30.86,185.90333333333334,30.745749086112237,196.22236775887689
2018012014,97.92,9.666666666666666,0.0,10.0,28.333333333333332,2.1333333333333333,159.0,2.0,27.68,201.6966666666667,25.84100051071022,211.02218756036
2018012015,70.8,10.0,0.0,10.0,30.0,2.5,77.0,2.0,24.5,217.49,18.421448976354895,223.74044178574394
2018012016,34.32,9.0,0.0,13.333333333333334,35.0,2.6333333333333333,76.66666666666667,2.3333333333333335,15.143333333333333,227.79666666666668,9.194433222536999,234.47332323901992
2018012017,6.24,8.0,0.0,16.666666666666668,40.0,2.7666666666666666,76.33333333333333,2.6666666666666665,5.786666666666665,238.10333333333332,-1.2683769650266383,243.6737270976955
2018012018,0.0,7.0,0.0,20.0,45.0,2.9,76.0,3.0,-3.57,248.41,-12.55405768988574,288.1220816810182
2018012019,0.0,6.666666666666667,0.0,20.0,48.333333333333336,2.933333333333333,72.33333333333333,3.0,-2.38,165.60666666666668,-24.367370112352017,280.3616588499985
2018012020,0.0,6.333333333333333,0.0,20.0,51.666666666666664,2.966666666666667,68.66666666666667,3.0,-1.19,82.80333333333334,-36.47746342445414,272.394604368767
2018012021,0.0,6.0,0.0,20.0,55.0,3.0,65.0,3.0,0.0,0.0,-48.653262692427035,276.8022940938023
2018012022,0.0,6.0,0.0,20.0,55.0,3.0,63.0,3.0,0.0,0.0,-60.52803383457837,289.479326082331
2018012023,0.0,6.0,0.0,20.0,55.0,3.0,61.0,3.0,0.0,0.0,-71.07617758103672,312.23980183904746
2018012100,0.0,6.0,0.0,20.0,55.0,3.0,59.0,3.0,0.0,0.0,-74.58092621243802,2.4770618269045985e-14
2018012101,0.0,5.833333333333333,0.0,21.666666666666668,56.666666666666664,2.9333333333333336,50.166666666666664,3.1666666666666665,0.0,0.0,-69.71870114950995,44.49392190386306
2018012102,0.0,5.666666666666667,0.0,23.333333333333332,58.333333333333336,2.8666666666666667,41.33333333333333,3.3333333333333335,0.0,0.0,-59.51475531760351,67.67912993066811
2018012103,0.0,5.5,0.0,25.0,60.0,2.8,32.5,3.5,0.0,0.0,-47.77196868969636,80.93892040414457
2018012104,0.0,5.333333333333333,0.0,26.666666666666668,61.666666666666664,2.7333333333333334,23.666666666666664,3.6666666666666665,0.0,0.0,-35.62061880263061,89.48436317954241
2018012105,0.0,5.166666666666667,0.0,28.333333333333336,63.333333333333336,2.666666666666667,14.833333333333329,3.833333333333333,0.0,0.0,-23.475093183086614,98.72223265437835
2018012106,0.0,5.0,0.0,30.0,65.0,2.6,6.0,4.0,3.6425,32.0525,-11.585156184882443,106.639067009007
2018012107,0.0,5.0,0.0,43.333333333333336,66.66666666666667,2.566666666666667,16.0,4.0,7.285,64.105,-0.1889552427469351,114.95620446494479
2018012108,6.96,5.0,0.0,56.66666666666667,68.33333333333333,2.533333333333333,26.0,4.0,10.9275,96.1575,10.414454575127127,124.26181088179587
2018012109,41.52,5.0,0.0,70.0,70.0,2.5,36.0,4.0,14.57,128.21,19.805461894916405,135.13628320582896
2018012110,75.36,6.0,0.0,66.66666666666667,66.66666666666667,2.7,136.0,4.0,21.099999999999998,142.15333333333334,27.394307320299827,148.0905650960162
2018012111,91.2,7.0,0.0,63.333333333333336,63.333333333333336,2.9,236.0,4.0,27.629999999999995,156.09666666666666,32.435773414403734,163.27169869909005
2018012112,108.48,8.0,0.0,60.0,60.0,3.1,336.0,4.0,34.16,170.04,34.219073787561975,180.0
2018012113,84.72,7.666666666666667,0.0,50.0,60.0,3.1333333333333333,323.0,4.0,31.116666666666664,185.87,32.435773414403734,196.72830130090995
2018012114,82.08,7.333333333333333,0.0,40.0,60.0,3.166666666666667,310.0,4.0,28.073333333333334,201.7,27.394307320299827,211.9094349039838
2018012115,58.08,7.0,0.0,30.0,60.0,3.2,297.0,4.0,25.03,217.53,19.805461894916405,224.86371679417104
2018012116,24.72,6.333333333333333,0.0,26.666666666666668,60.0,3.3333333333333335,290.3333333333333,3.6666666666666665,15.46,227.85,10.414454575127127,235.73818911820413
2018012117,3.84,5.666666666666667,0.0,23.333333333333332,60.0,3.466666666666667,283.6666666666667,3.3333333333333335,5.890000000000001,238.17000000000002,-0.1889552427469351,245.0437955350552
2018012118,0.0,5.0,0.0,20.0,60.0,3.6,277.0,3.0,-3.68,248.49,-11.585156184882443,286.639067009007
2018012119,0.0,5.0,0.0,16.666666666666668,60.0,3.3333333333333335,273.0,2.6666666666666665,-2.453333333333333,165.66000000000003,-23.475093183086614,278.72223265437833
2018012120,0.0,5.0,0.0,13.333333333333332,60.0,3.0666666666666664,269.0,2.3333333333333335,-1.2266666666666666,82.83000000000001,-35.62061880263061,270.5156368204576
2018012121,0.0,5.0,0.0,10.0,60.0,2.8,265.0,2.0,0.0,0.0,-47.77196868969636,279.0610795958554
2018012122,0.0,5.0,0.0,10.0,61.666666666666664,3.4666666666666663,265.0,2.0,0.0,0.0,-59.51475531760351,292.3208700693319
2018012123,0.0,5.0,0.0,10.0,63.333333333333336,4.133333333333333,265.0,2.0,0.0,0.0,-69.71870114950995,315.50607809613695
2018012200,0.0,5.0,0.0,10.0,65.0,4.8,265.0,2.0,0.0,0.0,-74.58092621243802,2.4770618269045985e-14
2018012201,0.0,4.166666666666667,0.0,10.0,61.666666666666664,4.733333333333333,266.6666666666667,2.0,0.0,0.0,-69.71870114950995,44.49392190386306
2018012202,0.0,3.333333333333333,0.0,10.0,58.333333333333336,4.666666666666667,268.3333333333333,2.0,0.0,0.0,-59.51475531760351,67.67912993066811
2018012203,0.0,2.5,0.0,10.0,55.0,4.6,270.0,2.0,0.0,0.0,-47.77196868969636,80.93892040414457
2018012204,0.0,1.6666666666666665,0.0,10.0,51.666666666666664,4.533333333333333,271.6666666666667,2.0,0.0,0.0,-35.62061880263061,89.48436317954241
2018012205,0.0,0.833333333333333,0.0,10.0,48.33333333333333,4.466666666666667,273.3333333333333,2.0,0.0,0.0,-23.475093183086614,98.72223265437835
2018012206,0.0,0.0,0.0,10.0,45.0,4.4,275.0,2.0,3.76,32.02,-11.585156184882443,106.639067009007
2018012207,0.0,-0.3333333333333333,0.0,10.0,43.333333333333336,5.933333333333334,276.6666666666667,2.0,7.52,64.04,-0.1889552427469351,114.95620446494479
2018012208,0.96,-0.6666666666666666,0.0,10.0,41.666666666666664,7.466666666666667,278.3333333333333,2.0,11.28,96.06,10.414454575127127,124.26181088179587
2018012209,11.52,-1.0,0.0,10.0,40.0,9.0,280.0,2.0,15.04,128.08,19.805461894916405,135.13628320582896
2018012210,28.8,-1.0,0.0,6.666666666666666,33.333333333333336,9.0,285.6666666666667,1.6666666666666667,21.456666666666667,141.91,27.394307320299827,148.0905650960162
2018012211,50.4,-1.0,0.0,3.333333333333333,26.666666666666664,9.0,291.3333333333333,1.3333333333333335,27.873333333333335,155.74,32.435773414403734,163.27169869909005
2018012212,33.12,-1.0,0.0,0.0,20.0,9.0,297.0,1.0,34.29,169.57,34.219073787561975,180.0
2018012213,27.12,-1.0,0.0,0.0,21.666666666666668,9.0,297.6666666666667,1.0,31.25,185.57,32.435773414403734,196.72830130090995
2018012214,35.28,-1.0,0.0,0.0,23.333333333333332,9.0,298.3333333333333,1.0,28.21,201.57,27.394307320299827,211.9094349039838
2018012215,46.56,-1.0,0.0,0.0,25.0,9.0,299.0,1.0,25.17,217.57,19.805461894916405,224.86371679417104
2018012216,40.32,-1.6666666666666665,0.0,0.0,25.0,7.233333333333333,297.6666666666667,1.0,15.516666666666667,227.90666666666667,10.414454575127127,235.73818911820413
2018012217,6.96,-2.333333333333333,0.0,0.0,25.0,5.466666666666667,296.3333333333333,1.0,5.863333333333333,238.24333333333334,-0.1889552427469351,245.0437955350552
2018012218,0.0,-3.0,0.0,0.0,25.0,3.7,295.0,1.0,-3.79,248.58,-11.585156184882443,286.639067009007
2018012219,0.0,-3.6666666666666665,0.0,0.0,26.666666666666668,3.4333333333333336,286.6666666666667,1.0,-2.5266666666666664,165.72000000000003,-23.475093183086614,278.72223265437833
2018012220,0.0,-4.333333333333333,0.0,0.0,28.333333333333332,3.1666666666666665,278.3333333333333,1.0,-1.2633333333333332,82.86000000000001,-35.62061880263061,270.5156368204576
2018012221,0.0,-5.0,0.0,0.0,30.0,2.9,270.0,1.0,0.0,0.0,-47.77196868969636,279.0610795958554
2018012222,0.0,-5.333333333333333,0.0,0.0,33.333333333333336,3.1999999999999997,269.6666666666667,1.0,0.0,0.0,-59.51475531760351,292.3208700693319
2018012223,0.0,-5.666666666666667,0.0,0.0,36.666666666666664,3.5,269.3333333333333,1.0,0.0,0.0,-69.71870114950995,315.50607809613695
2018012300,0.0,-6.0,0.0,0.0,40.0,3.8,269.0,1.0,0.0,0.0,-74.58092621243802,2.4770618269045985e-14
2018012301,0.0,-6.166666666666667,0.0,1.6666666666666667,39.166666666666664,3.8833333333333333,274.0,1.1666666666666667,0.0,0.0,-69.71870114950995,44.49392190386306
2018012302,0.0,-6.333333333333333,0.0,3.3333333333333335,38.333333333333336,3.9666666666666663,279.0,1.3333333333333333,0.0,0.0,-59.51475531760351,67.67912993066811
2018012303,0.0,-6.5,0.0,5.0,37.5,4.05,284.0,1.5,0.0,0.0,-47.77196868969636,80.93892040414457
2018012304,0.0,-6.666666666666667,0.0,6.666666666666667,36.666666666666664,4.133333333333333,289.0,1.6666666666666665,0.0,0.0,-35.62061880263061,89.48436317954241
2018012305,0.0,-6.833333333333333,0.0,8.333333333333334,35.833333333333336,4.216666666666667,294.0,1.8333333333333333,0.0,0.0,-23.475093183086614,98.72223265437835
2018012306,0.0,-7.0,0.0,10.0,35.0,4.3,299.0,2.0,3.78,31.89,-11.585156184882443,106.639067009007
2018012307,0.0,-7.0,0.0,6.666666666666666,33.333333333333336,4.033333333333333,297.6666666666667,1.6666666666666667,7.56,63.78,-0.1889552427469351,114.95620446494479
2018012308,7.44,-7.0,0.0,3.333333333333333,31.666666666666668,3.7666666666666666,296.3333333333333,1.3333333333333335,11.34,95.67,10.414454575127127,124.26181088179587
2018012309,47.28,-7.0,0.0,0.0,30.0,3.5,295.0,1.0,15.12,127.56,19.805461894916405,135.13628320582896
2018012310,81.36,-6.333333333333333,0.0,0.0,26.666666666666668,3.6333333333333333,293.0,1.0,21.553333333333335,141.54,27.394307320299827,148.0905650960162
2018012311,102.24,-5.666666666666667,0.0,0.0,23.333333333333332,3.7666666666666666,291.0,1.0,27.986666666666668,155.52,32.435773414403734,163.27169869909005
2018012312,131.76,-5.0,0.0,0.0,20.0,3.9,289.0,1.0,34.42,169.5,34.219073787561975,180.0
2018012313,131.76,-4.0,0.0,3.3333333333333335,21.666666666666668,4.233333333333333,289.6666666666667,1.3333333333333333,31.383333333333333,185.67333333333335,32.435773414403734,196.72830130090995
2018012314,121.2,-3.0,0.0,6.666666666666667,23.333333333333332,4.566666666666666,290.3333333333333,1.6666666666666665,28.346666666666668,201.84666666666666,27.394307320299827,211.9094349039838
2018012315,94.32,-2.0,0.0,10.0,25.0,4.9,291.0,2.0,25.31,218.02,19.805461894916405,224.86371679417104
2018012316,53.76,-3.0,0.0,6.666666666666666,25.0,4.733333333333333,294.0,1.6666666666666667,15.573333333333332,228.37,10.414454575127127,235.73818911820413
2018012317,9.6,-4.0,0.0,3.333333333333333,25.0,4.566666666666667,297.0,1.3333333333333335,5.836666666666666,238.72,-0.1889552427469351,245.0437955350552
2018012318,0.0,-5.0,0.0,0.0,25.0,4.4,300.0,1.0,-3.9,249.07,-11.585156184882443,286.639067009007
2018012319,0.0,-5.666666666666667,0.0,0.0,23.333333333333332,4.266666666666667,301.0,1.0,-2.5999999999999996,166.04666666666668,-23.475093183086614,278.72223265437833
2018012320,0.0,-6.333333333333333,0.0,0.0,21.666666666666668,4.133333333333334,302.0,1.0,-1.2999999999999998,83.02333333333334,-35.62061880263061,270.5156368204576
2018012321,0.0,-7.0,0.0,0.0,20.0,4.0,303.0,1.0,0.0,0.0,-47.77196868969636,279.0610795958554
2018012322,0.0,-7.333333333333333,0.0,0.0,21.666666666666668,3.8333333333333335,301.0,1.0,0.0,0.0,-59.51475531760351,292.3208700693319
2018012323,0.0,-7.666666666666667,0.0,0.0,23.333333333333332,3.6666666666666665,299.0,1.0,0.0,0.0,-69.71870114950995,315.50607809613695
2018012400,0.0,-8.0,0.0,0.0,25.0,3.5,297.0,1.0,0.0,0.0,-74.58092621243802,2.4770618269045985e-14
2018012401,0.0,-8.166666666666666,0.0,1.6666666666666667,25.833333333333332,3.6166666666666667,296.5,1.1666666666666667,0.0,0.0,-69.71870114950995,44.49392190386306
2018012402,0.0,-8.333333333333334,0.0,3.3333333333333335,26.666666666666668,3.7333333333333334,296.0,1.3333333333333333,0.0,0.0,-59.51475531760351,67.67912993066811
2018012403,0.0,-8.5,0.0,5.0,27.5,3.85,295.5,1.5,0.0,0.0,-47.77196868969636,80.93892040414457
2018012404,0.0,-8.666666666666666,0.0,6.666666666666667,28.333333333333332,3.966666666666667,295.0,1.6666666666666665,0.0,0.0,-35.62061880263061,89.48436317954241
2018012405,0.0,-8.833333333333334,0.0,8.333333333333334,29.166666666666668,4.083333333333334,294.5,1.8333333333333333,0.0,0.0,-23.475093183086614,98.72223265437835
2018012406,0.0,-9.0,0.0,10.0,30.0,4.2,294.0,2.0,3.8,31.8575,-11.585156184882443,106.639067009007
2018012407,0.0,-8.333333333333334,0.0,10.0,28.333333333333332,4.266666666666667,296.0,2.0,7.6,63.715,-0.1889552427469351,114.95620446494479
2018012408,10.08,-7.666666666666667,0.0,10.0,26.666666666666668,4.333333333333334,298.0,2.0,11.399999999999999,95.5725,10.414454575127127,124.26181088179587
2018012409,60.24,-7.0,0.0,10.0,25.0,4.4,300.0,2.0,15.2,127.43,19.805461894916405,135.13628320582896
2018012410,95.52,-5.666666666666667,0.0,10.0,23.333333333333332,5.933333333333334,299.6666666666667,2.0,21.653333333333332,141.43,27.394307320299827,148.0905650960162
2018012411,113.04,-4.333333333333334,0.0,10.0,21.666666666666668,7.466666666666667,299.3333333333333,2.0,28.10666666666667,155.43,32.435773414403734,163.27169869909005
2018012412,136.56,-3.0,0.0,10.0,20.0,9.0,299.0,2.0,34.56,169.43,34.219073787561975,180.0
2018012413,126.0,-2.3333333333333335,0.0,10.0,20.0,9.0,299.6666666666667,2.0,31.523333333333333,185.64333333333335,32.435773414403734,196.72830130090995
2018012414,96.96,-1.6666666666666667,0.0,10.0,20.0,9.0,300.3333333333333,2.0,28.486666666666668,201.85666666666665,27.394307320299827,211.9094349039838
2018012415,95.52,-1.0,0.0,10.0,20.0,9.0,301.0,2.0,25.45,218.07,19.805461894916405,224.86371679417104
2018012416,54.0,-1.6666666666666665,0.0,6.666666666666666,18.333333333333332,7.566666666666666,299.6666666666667,1.6666666666666667,16.16,228.43333333333334,10.414454575127127,235.73818911820413
2018012417,9.36,-2.333333333333333,0.0,3.333333333333333,16.666666666666668,6.133333333333333,298.3333333333333,1.3333333333333335,6.870000000000001,238.79666666666665,-0.1889552427469351,245.0437955350552
2018012418,0.0,-3.0,0.0,0.0,15.0,4.7,297.0,1.0,-2.42,249.16,-11.585156184882443,286.639067009007
2018012419,0.0,-3.3333333333333335,0.0,0.0,16.666666666666668,4.533333333333333,295.6666666666667,1.0,-1.6133333333333333,166.10666666666668,-23.475093183086614,278.72223265437833
2018012420,0.0,-3.6666666666666665,0.0,0.0,18.333333333333332,4.366666666666667,294.3333333333333,1.0,-0.8066666666666666,83.05333333333334,-35.62061880263061,270.5156368204576
2018012421,0.0,-4.0,0.0,0.0,20.0,4.2,293.0,1.0,0.0,0.0,-47.77196868969636,279.0610795958554
2018012422,0.0,-4.666666666666667,0.0,0.0,21.666666666666668,4.166666666666667,293.3333333333333,1.0,0.0,0.0,-59.51475531760351,292.3208700693319
2018012423,0.0,-5.333333333333333,0.0,0.0,23.333333333333332,4.133333333333333,293.6666666666667,1.0,0.0,0.0,-69.71870114950995,315.50607809613695
2018012500,0.0,-6.0,0.0,0.0,25.0,4.1,294.0,1.0,0.0,0.0,-74.58092621243802,2.4770618269045985e-14
2018012501,0.0,-6.333333333333333,0.0,0.0,25.833333333333332,4.916666666666666,294.3333333333333,1.0,0.0,0.0,-69.71870114950995,44.49392190386306
2018012502,0.0,-6.666666666666667,0.0,0.0,26.666666666666668,5.733333333333333,294.6666666666667,1.0,0.0,0.0,-59.51475531760351,67.67912993066811
2018012503,0.0,-7.0,0.0,0.0,27.5,6.55,295.0,1.0,0.0,0.0,-47.77196868969636,80.93892040414457
2018012504,0.0,-7.333333333333333,0.0,0.0,28.333333333333332,7.366666666666667,295.3333333333333,1.0,0.0,0.0,-35.62061880263061,89.48436317954241
2018012505,0.0,-7.666666666666666,0.0,0.0,29.166666666666668,8.183333333333334,295.6666666666667,1.0,0.0,0.0,-23.475093183086614,98.72223265437835
2018012506,0.0,-8.0,0.0,0.0,30.0,9.0,296.0,1.0,3.82,31.825,-11.585156184882443,106.639067009007
2018012507,0.0,-7.666666666666667,0.0,0.0,26.666666666666668,9.0,295.3333333333333,1.0,7.64,63.65,-0.1889552427469351,114.95620446494479
2018012508,13.2,-7.333333333333333,0.0,0.0,23.333333333333332,9.0,294.6666666666667,1.0,11.459999999999999,95.475,10.414454575127127,124.26181088179587
2018012509,60.0,-7.0,0.0,0.0,20.0,9.0,294.0,1.0,15.28,127.3,19.805461894916405,135.13628320582896
2018012510,94.32,-5.666666666666667,0.0,0.0,20.0,9.0,293.3333333333333,1.0,21.886666666666667,141.32,27.394307320299827,148.0905650960162
2018012511,114.24,-4.333333333333334,0.0,0.0,20.0,9.0,292.6666666666667,1.0,28.493333333333332,155.34,32.435773414403734,163.27169869909005
2018012512,141.12,-3.0,0.0,0.0,20.0,9.0,292.0,1.0,35.1,169.36,34.219073787561975,180.0
2018012513,139.44,-2.3333333333333335,0.0,0.0,18.333333333333332,9.0,297.6666666666667,1.0,31.93,185.61333333333334,32.435773414403734,196.72830130090995
2018012514,126.0,-1.6666666666666667,0.0,0.0,16.666666666666668,9.0,303.3333333333333,1.0,28.76,201.86666666666667,27.394307320299827,211.9094349039838
2018012515,98.88,-1.0,0.0,0.0,15.0,9.0,309.0,1.0,25.59,218.12,19.805461894916405,224.86371679417104
2018012516,54.96,-2.0,0.0,0.0,15.0,9.0,311.6666666666667,1.0,16.21666666666667,228.5,10.414454575127127,235.73818911820413
2018012517,6.0,-3.0,0.0,0.0,15.0,9.0,314.3333333333333,1.0,6.843333333333334,238.88,-0.1889552427469351,245.0437955350552
2018012518,0.0,-4.0,0.0,0.0,15.0,9.0,317.0,1.0,-2.53,249.26,-11.585156184882443,286.639067009007
2018012519,0.0,-5.0,0.0,0.0,15.0,6.933333333333334,313.3333333333333,1.0,-1.6866666666666665,166.17333333333335,-23.475093183086614,278.72223265437833
2018012520,0.0,-6.0,0.0,0.0,15.0,4.866666666666666,309.6666666666667,1.0,-0.8433333333333333,83.08666666666667,-35.62061880263061,270.5156368204576
2018012521,0.0,-7.0,0.0,0.0,15.0,2.8,306.0,1.0,0.0,0.0,-47.77196868969636,279.0610795958554
2018012522,0.0,-7.333333333333333,0.0,0.0,15.0,2.533333333333333,301.3333333333333,1.0,0.0,0.0,-59.51475531760351,292.3208700693319
2018012523,0.0,-7.666666666666667,0.0,0.0,15.0,2.2666666666666666,296.6666666666667,1.0,0.0,0.0,-69.71870114950995,315.50607809613695
2018012600,0.0,-8.0,0.0,0.0,15.0,2.0,292.0,1.0,0.0,0.0,-74.58092621243802,2.4770618269045985e-14
2018012601,0.0,-7.833333333333333,0.0,0.0,17.5,2.1666666666666665,296.1666666666667,1.0,0.0,0.0,-69.71870114950995,44.49392190386306
2018012602,0.0,-7.666666666666667,0.0,0.0,20.0,2.3333333333333335,300.3333333333333,1.0,0.0,0.0,-59.51475531760351,67.67912993066811
2018012603,0.0,-7.5,0.0,0.0,22.5,2.5,304.5,1.0,0.0,0.0,-47.77196868969636,80.93892040414457
2018012604,0.0,-7.333333333333333,0.0,0.0,25.0,2.6666666666666665,308.6666666666667,1.0,0.0,0.0,-35.62061880263061,89.48436317954241
2018012605,0.0,-7.166666666666667,0.0,0.0,27.5,2.833333333333333,312.8333333333333,1.0,0.0,0.0,-23.475093183086614,98.72223265437835
2018012606,0.0,-7.0,0.0,0.0,30.0,3.0,317.0,1.0,3.84,31.7925,-11.585156184882443,106.639067009007
2018012607,0.0,-6.333333333333333,0.0,0.0,28.333333333333332,2.7333333333333334,312.0,1.0,7.68,63.585,-0.1889552427469351,114.95620446494479
2018012608,11.52,-5.666666666666667,0.0,0.0,26.666666666666668,2.466666666666667,307.0,1.0,11.52,95.3775,10.414454575127127,124.26181088179587
2018012609,60.0,-5.0,0.0,0.0,25.0,2.2,302.0,1.0,15.36,127.17,19.805461894916405,135.13628320582896
2018012610,93.12,-2.6666666666666665,0.0,0.0,23.333333333333332,2.6,296.0,1.0,21.986666666666668,141.21,27.394307320299827,148.0905650960162
2018012611,115.44,-0.33333333333333304,0.0,0.0,21.666666666666668,3.0,290.0,1.0,28.613333333333337,155.25,32.435773414403734,163.27169869909005
2018012612,143.52,2.0,0.0,0.0,20.0,3.4,284.0,1.0,35.24,169.29,34.219073787561975,180.0
2018012613,141.6,2.6666666666666665,0.0,0.0,18.333333333333332,3.1333333333333333,290.6666666666667,1.0,32.20333333333333,185.58666666666667,32.435773414403734,196.72830130090995
2018012614,132.0,3.333333333333333,0.0,0.0,16.666666666666668,2.8666666666666667,297.3333333333333,1.0,29.166666666666668,201.88333333333333,27.394307320299827,211.9094349039838
2018012615,104.4,4.0,0.0,0.0,15.0,2.6,304.0,1.0,26.13,218.18,19.805461894916405,224.86371679417104
2018012616,59.04,3.3333333333333335,0.0,3.3333333333333335,16.666666666666668,2.7666666666666666,299.6666666666667,1.3333333333333333,16.54,228.57666666666668,10.414454575127127,235.73818911820413
2018012617,12.0,2.666666666666667,0.0,6.666666666666667,18.333333333333332,2.9333333333333336,295.3333333333333,1.6666666666666665,6.949999999999999,238.97333333333333,-0.1889552427469351,245.0437955350552
