altitudeMeridian,altitude_09,altitude_12,altitude_15,altitude_18,azimuth_09,azimuth_12,azimuth_15,azimuth_18,date
44.3,21.25,43.38,33.23,1.35,120.53,167.17,223.26,256.17,20190222
44.52,21.42,44.0,33.4,1.46,120.37,167.14,223.43,256.36,20190223
45.14,21.58,44.22,33.57,1.58,120.22,167.12,224.0,256.55,20190224
45.36,22.15,44.44,34.14,2.09,120.07,167.09,224.17,257.14,20190225
45.58,22.33,45.07,34.3,2.2,119.51,167.06,224.35,257.34,20190226
46.21,22.5,45.29,34.47,2.31,119.35,167.04,224.54,257.53,20190227
46.43,23.08,45.52,35.04,2.43,119.2,167.02,225.13,258.13,20190228
47.06,23.25,46.15,35.21,2.54,119.04,166.59,225.32,258.33,20190301
47.29,23.43,46.38,35.38,3.05,118.48,166.57,225.51,258.53,20190302
47.52,24.01,47.01,35.54,3.16,118.32,166.55,226.11,259.14,20190303
48.15,24.19,47.24,36.11,3.27,118.16,166.54,226.31,259.34,20190304
48.38,24.37,47.47,36.28,3.38,118.0,166.52,226.51,259.55,20190305
49.01,24.56,48.11,36.44,3.49,117.44,166.5,227.12,260.16,20190306
49.24,25.14,48.34,37.01,4.0,117.28,166.49,227.33,260.37,20190307
49.47,25.33,48.58,37.17,4.11,117.12,166.47,227.54,260.58,20190308
50.11,25.51,49.22,37.33,4.21,116.56,166.46,228.16,261.19,20190309
50.34,26.1,49.45,37.49,4.32,116.4,166.45,228.38,261.4,20190310
50.58,26.29,50.09,38.06,4.43,116.23,166.44,229.0,262.02,20190311
51.21,26.48,50.33,38.22,4.53,116.07,166.43,229.23,262.23,20190312
51.45,27.07,50.57,38.38,5.04,115.5,166.42,229.45,262.45,20190313
52.09,27.26,51.21,38.54,5.14,115.34,166.42,230.09,263.06,20190314
52.32,27.45,51.45,39.09,5.25,115.17,166.41,230.32,263.28,20190315
52.56,28.04,52.09,39.25,5.35,115.01,166.4,230.56,263.5,20190316
53.2,28.23,52.33,39.41,5.45,114.44,166.4,231.19,264.12,20190317
53.44,28.42,52.57,39.56,5.5600000000000005,114.27,166.4,231.43,264.34,20190318
54.07,29.01,53.21,40.11,6.06,114.1,166.39,232.08,264.56,20190319
54.31,29.2,53.46,40.27,6.16,113.53,166.39,232.32,265.18,20190320
54.55,29.39,54.1,40.42,6.26,113.36,166.39,232.57,265.4,20190321
55.18,29.58,54.34,40.57,6.36,113.19,166.39,233.22,266.02,20190322
55.42,30.17,54.58,41.12,6.46,113.02,166.39,233.47,266.24,20190323
56.06,30.36,55.22,41.26,6.5600000000000005,112.45,166.39,234.13,266.46,20190324
56.29,30.55,55.46,41.41,7.06,112.28,166.39,234.38,267.08,20190325
56.53,31.14,56.1,41.55,7.16,112.1,166.39,235.04,267.3,20190326
57.16,31.33,56.34,42.1,7.26,111.53,166.39,235.3,267.52,20190327
57.4,31.51,56.58,42.24,7.36,111.35,166.39,235.55,268.14,20190328
58.03,32.1,57.22,42.38,7.45,111.18,166.39,236.22,268.36,20190329
58.27,32.29,57.46,42.52,7.55,111.0,166.39,236.48,268.58,20190330
58.5,32.47,58.09,43.06,8.05,110.42,166.39,237.14,269.2,20190331
59.13,33.05,58.33,43.2,8.14,110.25,166.39,237.41,269.42,20190401
59.36,33.23,58.56,43.33,8.24,110.07,166.39,238.07,270.03,20190402
59.59,33.42,59.2,43.47,8.34,109.49,166.38,238.34,270.25,20190403
60.22,33.59,59.43,44.0,8.43,109.31,166.38,239.0,270.47,20190404
60.45,34.17,60.07,44.13,8.53,109.12,166.38,239.27,271.08,20190405
61.08,34.35,60.3,44.26,9.02,108.54,166.38,239.54,271.29,20190406
61.31,34.52,60.53,44.39,9.12,108.36,166.37,240.21,271.51,20190407
61.53,35.1,61.16,44.52,9.21,108.18,166.37,240.47,272.12,20190408
62.16,35.27,61.39,45.04,9.3,107.59,166.36,241.14,272.33,20190409
62.38,35.44,62.01,45.17,9.4,107.41,166.36,241.41,272.54,20190410
63.0,36.01,62.24,45.29,9.49,107.22,166.35,242.08,273.15,20190411
63.22,36.17,62.46,45.41,9.58,107.04,166.34,242.35,273.35,20190412
63.44,36.34,63.08,45.53,10.07,106.45,166.33,243.02,273.56,20190413
64.06,36.5,63.3,46.05,10.17,106.26,166.32,243.28,274.16,20190414
64.27,37.06,63.52,46.17,10.26,106.08,166.31,243.55,274.36,20190415
64.49,37.22,64.14,46.28,10.35,105.49,166.29,244.22,274.56,20190416
65.1,37.38,64.36,46.4,10.44,105.3,166.28,244.48,275.16,20190417
65.31,37.53,64.57,46.51,10.53,105.11,166.26,245.15,275.36,20190418
65.52,38.08,65.18,47.02,11.02,104.52,166.24,245.41,275.55,20190419
66.13,38.23,65.39,47.13,11.11,104.34,166.22,246.07,276.15,20190420
66.33,38.38,66.0,47.24,11.2,104.15,166.19,246.33,276.34,20190421
66.53,38.52,66.2,47.35,11.28,103.56,166.16,246.59,276.53,20190422
67.14,39.06,66.41,47.46,11.37,103.37,166.13,247.25,277.11,20190423
67.34,39.2,67.01,47.56,11.46,103.18,166.1,247.5,277.3,20190424
67.53,39.33,67.21,48.06,11.55,102.59,166.07,248.16,277.48,20190425
68.13,39.47,67.4,48.17,12.04,102.4,166.03,248.41,278.06,20190426
68.32,40.0,68.0,48.27,12.12,102.21,165.58,249.06,278.23,20190427
68.51,40.12,68.19,48.37,12.21,102.02,165.54,249.31,278.41,20190428
69.1,40.25,68.38,48.47,12.3,101.44,165.49,249.55,278.58,20190429
69.29,40.37,68.56,48.56,12.38,101.25,165.44,250.19,279.15,20190430
69.47,40.49,69.15,49.06,12.47,101.06,165.38,250.43,279.32,20190501
70.05,41.0,69.33,49.15,12.55,100.47,165.32,251.07,279.48,20190502
70.23,41.12,69.5,49.25,13.04,100.29,165.25,251.3,280.04,20190503
70.41,41.23,70.08,49.34,13.12,100.1,165.18,251.54,280.2,20190504
70.58,41.33,70.25,49.43,13.21,99.52,165.11,252.16,280.36,20190505
71.15,41.44,70.42,49.52,13.29,99.33,165.03,252.39,280.51,20190506
71.32,41.54,70.59,50.01,13.37,99.15,164.55,253.01,281.06,20190507
71.48,42.03,71.15,50.1,13.46,98.57,164.46,253.23,281.21,20190508
72.05,42.13,71.31,50.18,13.54,98.39,164.37,253.44,281.35,20190509
72.21,42.22,71.47,50.27,14.02,98.21,164.28,254.05,281.49,20190510
72.36,42.3,72.02,50.35,14.1,98.03,164.18,254.26,282.03,20190511
72.52,42.39,72.17,50.44,14.18,97.46,164.07,254.47,282.16,20190512
73.07,42.47,72.32,50.52,14.26,97.29,163.56,255.06,282.3,20190513
73.21,42.55,72.46,51.0,14.34,97.11,163.45,255.26,282.42,20190514
73.36,43.02,73.0,51.08,14.42,96.55,163.33,255.45,282.55,20190515
73.5,43.09,73.14,51.16,14.49,96.38,163.2,256.04,283.07,20190516
74.04,43.16,73.27,51.23,14.57,96.21,163.07,256.22,283.19,20190517
74.17,43.23,73.4,51.31,15.05,96.05,162.54,256.4,283.3,20190518
74.3,43.29,73.53,51.38,15.12,95.49,162.4,256.57,283.41,20190519
74.43,43.35,74.05,51.46,15.2,95.33,162.25,257.14,283.52,20190520
74.56,43.41,74.17,51.53,15.27,95.18,162.11,257.3,284.02,20190521
75.08,43.46,74.28,52.0,15.34,95.03,161.55,257.46,284.12,20190522
75.2,43.51,74.39,52.07,15.41,94.48,161.39,258.02,284.22,20190523
75.31,43.55,74.5,52.14,15.48,94.33,161.23,258.17,284.31,20190524
75.42,44.0,75.0,52.21,15.55,94.19,161.06,258.31,284.4,20190525
75.53,44.04,75.1,52.28,16.02,94.05,160.49,258.45,284.49,20190526
76.03,44.08,75.19,52.34,16.09,93.51,160.32,258.58,284.57,20190527
76.13,44.11,75.28,52.41,16.16,93.38,160.14,259.11,285.05,20190528
76.23,44.14,75.37,52.47,16.22,93.25,159.56,259.23,285.12,20190529
76.32,44.17,75.45,52.53,16.29,93.12,159.37,259.34,285.19,20190530
76.41,44.19,75.53,52.59,16.35,93.0,159.18,259.45,285.26,20190531
76.49,44.22,76.01,53.05,16.41,92.48,158.59,259.56,285.32,20190601
76.57,44.24,76.08,53.11,16.47,92.36,158.4,260.06,285.38,20190602
77.05,44.25,76.14,53.17,16.53,92.25,158.21,260.15,285.44,20190603
77.12,44.27,76.2,53.23,16.59,92.15,158.02,260.24,285.49,20190604
77.19,44.28,76.26,53.28,17.05,92.05,157.42,260.32,285.54,20190605
77.26,44.29,76.31,53.33,17.1,91.55,157.23,260.39,285.58,20190606
77.32,44.3,76.36,53.39,17.15,91.45,157.03,260.46,286.02,20190607
77.38,44.3,76.41,53.44,17.21,91.37,156.44,260.53,286.06,20190608
77.43,44.3,76.45,53.48,17.26,91.28,156.25,260.58,286.09,20190609
77.48,44.3,76.48,53.53,17.3,91.2,156.06,261.03,286.12,20190610
77.52,44.3,76.52,53.58,17.35,91.13,155.48,261.08,286.14,20190611
77.57,44.29,76.54,54.02,17.4,91.06,155.3,261.12,286.16,20190612
78.0,44.28,76.57,54.06,17.44,90.59,155.12,261.15,286.18,20190613
78.04,44.27,76.59,54.1,17.48,90.53,154.55,261.17,286.19,20190614
78.07,44.26,77.0,54.14,17.52,90.48,154.38,261.19,286.2,20190615
78.09,44.25,77.02,54.18,17.56,90.43,154.22,261.21,286.21,20190616
78.11,44.23,77.02,54.22,17.59,90.38,154.06,261.21,286.21,20190617
78.13,44.21,77.03,54.25,18.03,90.34,153.51,261.21,286.21,20190618
78.14,44.19,77.03,54.28,18.06,90.31,153.37,261.21,286.2,20190619
78.15,44.17,77.02,54.31,18.09,90.28,153.23,261.19,286.19,20190620
78.15,44.14,77.02,54.34,18.11,90.25,153.1,261.17,286.18,20190621
78.15,44.12,77.0,54.37,18.14,90.23,152.58,261.15,286.16,20190622
78.15,44.09,76.59,54.39,18.16,90.22,152.46,261.12,286.14,20190623
78.14,44.06,76.57,54.41,18.18,90.21,152.36,261.08,286.11,20190624
78.13,44.03,76.54,54.43,18.2,90.2,152.26,261.04,286.09,20190625
78.11,43.59,76.52,54.45,18.22,90.2,152.18,260.59,286.05,20190626
78.09,43.56,76.49,54.47,18.23,90.21,152.1,260.53,286.02,20190627
78.07,43.52,76.45,54.48,18.24,90.22,152.03,260.47,285.58,20190628
78.04,43.49,76.42,54.49,18.25,90.24,151.57,260.4,285.54,20190629
78.0,43.45,76.37,54.5,18.26,90.26,151.52,260.33,285.49,20190630
77.57,43.4,76.33,54.5,18.26,90.29,151.48,260.25,285.44,20190701
77.53,43.36,76.28,54.51,18.26,90.32,151.45,260.16,285.39,20190702
77.48,43.32,76.23,54.51,18.26,90.36,151.43,260.07,285.34,20190703
77.43,43.27,76.17,54.51,18.26,90.4,151.41,259.58,285.28,20190704
77.38,43.23,76.12,54.5,18.25,90.45,151.41,259.47,285.22,20190705
77.32,43.18,76.05,54.5,18.24,90.5,151.42,259.37,285.15,20190706
77.26,43.13,75.59,54.49,18.23,90.56,151.44,259.26,285.08,20190707
77.2,43.08,75.52,54.47,18.21,91.02,151.47,259.14,285.01,20190708
77.13,43.03,75.45,54.46,18.19,91.09,151.51,259.02,284.54,20190709
77.06,42.58,75.38,54.44,18.17,91.17,151.55,258.49,284.46,20190710
76.58,42.53,75.3,54.42,18.15,91.25,152.01,258.36,284.38,20190711
76.5,42.47,75.22,54.39,18.12,91.33,152.07,258.22,284.3,20190712
76.42,42.42,75.13,54.36,18.09,91.42,152.15,258.08,284.21,20190713
76.33,42.36,75.05,54.33,18.06,91.51,152.23,257.53,284.12,20190714
76.24,42.3,74.56,54.3,18.02,92.01,152.32,257.39,284.03,20190715
76.14,42.25,74.46,54.26,17.58,92.11,152.42,257.23,283.54,20190716
76.04,42.19,74.37,54.22,17.54,92.22,152.52,257.08,283.44,20190717
75.54,42.13,74.27,54.18,17.5,92.33,153.04,256.52,283.34,20190718
75.43,42.07,74.17,54.13,17.45,92.45,153.16,256.35,283.24,20190719
75.33,42.01,74.07,54.08,17.4,92.57,153.28,256.18,283.14,20190720
75.21,41.55,73.56,54.03,17.35,93.1,153.42,256.01,283.04,20190721
75.1,41.48,73.45,53.57,17.29,93.23,153.56,255.44,282.53,20190722
74.58,41.42,73.34,53.51,17.23,93.37,154.1,255.26,282.42,20190723
74.45,41.36,73.22,53.45,17.17,93.51,154.25,255.08,282.31,20190724
74.33,41.29,73.1,53.38,17.1,94.05,154.41,254.5,282.19,20190725
74.2,41.22,72.58,53.31,17.03,94.2,154.57,254.32,282.08,20190726
74.06,41.16,72.46,53.23,16.56,94.35,155.13,254.13,281.56,20190727
73.53,41.09,72.33,53.16,16.49,94.51,155.3,253.54,281.44,20190728
73.39,41.02,72.2,53.08,16.41,95.07,155.48,253.35,281.31,20190729
73.25,40.55,72.07,52.59,16.33,95.23,156.05,253.16,281.19,20190730
73.1,40.48,71.54,52.51,16.25,95.4,156.23,252.57,281.07,20190731
72.55,40.41,71.4,52.41,16.16,95.57,156.42,252.37,280.54,20190801
72.4,40.34,71.26,52.32,16.07,96.15,157.01,252.18,280.41,20190802
72.25,40.27,71.12,52.22,15.58,96.33,157.2,251.58,280.28,20190803
72.09,40.2,70.57,52.12,15.49,96.51,157.39,251.38,280.15,20190804
71.53,40.12,70.43,52.02,15.39,97.1,157.58,251.18,280.02,20190805
71.37,40.05,70.28,51.51,15.29,97.29,158.18,250.58,279.48,20190806
71.2,39.58,70.12,51.4,15.18,97.48,158.38,250.38,279.35,20190807
71.03,39.5,69.57,51.28,15.08,98.08,158.58,250.18,279.21,20190808
70.46,39.42,69.41,51.16,14.57,98.28,159.18,249.58,279.07,20190809
70.29,39.35,69.25,51.04,14.45,98.48,159.39,249.38,278.53,20190810
70.11,39.27,69.09,50.52,14.34,99.09,159.59,249.18,278.39,20190811
69.54,39.19,68.53,50.39,14.22,99.3,160.2,248.58,278.25,20190812
69.36,39.11,68.36,50.26,14.1,99.51,160.4,248.38,278.11,20190813
69.17,39.03,68.19,50.13,13.58,100.12,161.01,248.18,277.57,20190814
68.59,38.55,68.02,49.59,13.45,100.34,161.22,247.58,277.42,20190815
68.4,38.47,67.45,49.45,13.33,100.56,161.43,247.38,277.28,20190816
68.21,38.39,67.28,49.31,13.2,101.18,162.03,247.18,277.13,20190817
68.02,38.31,67.1,49.16,13.06,101.41,162.24,246.58,276.58,20190818
67.42,38.22,66.52,49.01,12.53,102.03,162.44,246.39,276.44,20190819
67.23,38.14,66.34,48.46,12.39,102.26,163.05,246.19,276.29,20190820
67.03,38.05,66.15,48.3,12.25,102.49,163.25,246.0,276.14,20190821
66.43,37.57,65.57,48.15,12.11,103.13,163.46,245.4,275.59,20190822
66.23,37.48,65.38,47.59,11.56,103.36,164.06,245.21,275.44,20190823
66.03,37.39,65.19,47.42,11.42,104.0,164.26,245.02,275.29,20190824
65.42,37.3,65.0,47.26,11.27,104.24,164.46,244.43,275.14,20190825
65.21,37.21,64.41,47.09,11.12,104.48,165.06,244.24,274.59,20190826
65.0,37.12,64.21,46.52,10.57,105.12,165.26,244.05,274.43,20190827
64.39,37.03,64.01,46.35,10.41,105.36,165.45,243.46,274.28,20190828
64.18,36.54,63.42,46.18,10.26,106.0,166.05,243.27,274.13,20190829
63.57,36.44,63.21,46.0,10.1,106.25,166.24,243.09,273.57,20190830
63.35,36.35,63.01,45.42,9.54,106.5,166.43,242.51,273.42,20190831
63.14,36.25,62.41,45.24,9.38,107.14,167.02,242.32,273.26,20190901
62.52,36.15,62.2,45.06,9.22,107.39,167.2,242.14,273.11,20190902
62.3,36.06,62.0,44.47,9.05,108.04,167.39,241.56,272.55,20190903
62.08,35.56,61.39,44.28,8.49,108.29,167.57,241.39,272.4,20190904
61.46,35.46,61.18,44.1,8.32,108.54,168.15,241.21,272.24,20190905
61.24,35.36,60.57,43.51,8.15,109.19,168.33,241.03,272.09,20190906
61.01,35.25,60.35,43.31,7.59,109.45,168.5,240.46,271.53,20190907
60.39,35.15,60.14,43.12,7.42,110.1,169.08,240.29,271.37,20190908
60.16,35.05,59.53,42.53,7.24,110.35,169.25,240.12,271.22,20190909
59.54,34.54,59.31,42.33,7.07,111.0,169.42,239.55,271.06,20190910
59.31,34.44,59.09,42.13,6.5,111.26,169.58,239.38,270.5,20190911
59.08,34.33,58.47,41.53,6.32,111.51,170.15,239.21,270.34,20190912
58.45,34.22,58.25,41.33,6.15,112.16,170.31,239.05,270.18,20190913
58.22,34.11,58.03,41.13,5.57,112.41,170.47,238.48,270.03,20190914
57.59,34.0,57.41,40.53,5.4,113.07,171.02,238.32,269.47,20190915
57.36,33.49,57.19,40.33,5.22,113.32,171.18,238.16,269.31,20190916
57.13,33.37,56.57,40.12,5.04,113.57,171.33,238.0,269.15,20190917
56.5,33.26,56.34,39.52,4.47,114.22,171.47,237.44,268.59,20190918
56.27,33.15,56.12,39.31,4.29,114.47,172.02,237.28,268.43,20190919
56.04,33.03,55.49,39.11,4.11,115.12,172.16,237.13,268.27,20190920
55.4,32.51,55.27,38.5,3.5300000000000002,115.36,172.3,236.57,268.11,20190921
55.17,32.39,55.04,38.3,3.36,116.01,172.44,236.41,267.55,20190922
54.54,32.27,54.42,38.09,3.18,116.26,172.57,236.26,267.39,20190923
54.3,32.15,54.19,37.48,3.0,116.5,173.1,236.11,267.23,20190924
54.07,32.03,53.56,37.27,2.42,117.15,173.23,235.56,267.07,20190925
53.44,31.51,53.33,37.07,2.25,117.39,173.35,235.41,266.51,20190926
53.2,31.38,53.1,36.46,2.07,118.03,173.47,235.26,266.35,20190927
52.57,31.26,52.48,36.25,1.49,118.27,173.59,235.11,266.18,20190928
52.33,31.13,52.25,36.05,1.32,118.5,174.1,234.56,266.02,20190929
52.1,31.0,52.02,35.44,1.1400000000000001,119.14,174.21,234.41,265.46,20190930
51.47,30.47,51.39,35.23,0.5700000000000001,119.37,174.32,234.27,265.3,20191001
51.24,30.34,51.16,35.03,0.39,120.0,174.43,234.12,265.14,20191002
51.0,30.21,50.53,34.42,0.22,120.23,174.53,233.58,264.57,20191003
50.37,30.08,50.31,34.22,0.05,120.46,175.03,233.43,264.41,20191004
50.14,29.55,50.08,34.01,0.12,121.09,175.13,233.29,264.25,20191005
49.51,29.42,49.45,33.41,0.29,121.31,175.22,233.15,264.09,20191006
49.28,29.28,49.23,33.21,0.46,121.53,175.31,233.01,263.53,20191007
49.05,29.15,49.0,33.01,-0.97,122.15,175.4,232.47,263.36,20191008
48.42,29.01,48.37,32.41,-0.81,122.37,175.49,232.33,263.2,20191009
48.19,28.48,48.15,32.21,-0.64,122.58,175.57,232.19,263.04,20191010
47.57,28.34,47.52,32.01,-0.48,123.19,176.05,232.05,262.48,20191011
47.34,28.2,47.3,31.41,-1.92,123.4,176.12,231.51,262.31,20191012
47.12,28.06,47.08,31.22,-1.76,124.01,176.2,231.37,262.15,20191013
46.49,27.52,46.46,31.02,-1.6,124.21,176.27,231.23,261.59,20191014
46.27,27.38,46.24,30.43,-1.44,124.41,176.33,231.1,261.43,20191015
46.05,27.24,46.02,30.24,-2.89,125.01,176.4,230.56,261.26,20191016
45.43,27.1,45.4,30.05,-2.74,125.2,176.46,230.43,261.1,20191017
45.21,26.56,45.18,29.46,-2.59,125.39,176.51,230.29,260.54,20191018
44.59,26.42,44.56,29.28,-2.44,125.58,176.57,230.16,260.38,20191019
44.37,26.28,44.35,29.09,-3.89,126.17,177.02,230.02,260.22,20191020
44.16,26.13,44.13,28.51,-3.75,126.35,177.07,229.49,260.05,20191021
43.55,25.59,43.52,28.33,-3.61,126.53,177.11,229.36,259.49,20191022
43.33,25.45,43.31,28.15,-3.4699999999999998,127.1,177.16,229.22,259.33,20191023
43.12,25.3,43.1,27.58,-4.93,127.27,177.2,229.09,259.17,20191024
42.52,25.16,42.49,27.41,-4.8,127.44,177.23,228.56,259.01,20191025
42.31,25.02,42.29,27.23,-4.67,128.01,177.27,228.43,258.45,20191026
42.1,24.47,42.08,27.07,-4.54,128.17,177.3,228.29,258.29,20191027
41.5,24.33,41.48,26.5,-4.41,128.33,177.32,228.16,258.13,20191028
41.3,24.18,41.28,26.34,-5.89,128.48,177.35,228.03,257.57,20191029
41.1,24.04,41.08,26.18,-5.77,129.03,177.37,227.5,257.41,20191030
40.51,23.5,40.49,26.02,-5.65,129.18,177.39,227.37,257.25,20191031
40.31,23.35,40.29,25.46,-5.54,129.32,177.41,227.24,257.09,20191101
40.12,23.21,40.1,25.31,-5.43,129.46,177.42,227.11,256.54,20191102
39.53,23.06,39.51,25.16,-6.92,130.0,177.43,226.59,256.38,20191103
39.34,22.52,39.33,25.01,-6.81,130.13,177.44,226.46,256.23,20191104
39.16,22.38,39.14,24.47,-6.71,130.26,177.44,226.33,256.07,20191105
38.58,22.24,38.56,24.33,-6.61,130.38,177.45,226.2,255.52,20191106
38.4,22.1,38.38,24.19,-6.51,130.5,177.45,226.08,255.37,20191107
38.22,21.56,38.2,24.06,-6.42,131.02,177.44,225.55,255.22,20191108
38.05,21.42,38.03,23.53,-7.93,131.13,177.44,225.43,255.07,20191109
37.47,21.28,37.46,23.4,-7.85,131.24,177.43,225.3,254.52,20191110
37.31,21.14,37.29,23.27,-7.76,131.35,177.42,225.18,254.37,20191111
37.14,21.0,37.12,23.15,-7.68,131.45,177.41,225.06,254.22,20191112
36.58,20.47,36.56,23.03,-7.61,131.54,177.39,224.54,254.08,20191113
36.42,20.33,36.4,22.52,-7.54,132.04,177.38,224.41,253.53,20191114
36.26,20.2,36.24,22.41,-7.47,132.12,177.36,224.29,253.39,20191115
36.11,20.06,36.09,22.3,-9.0,132.21,177.33,224.17,253.25,20191116
35.56,19.53,35.54,22.2,-8.94,132.29,177.31,224.05,253.11,20191117
35.42,19.4,35.39,22.1,-8.88,132.37,177.28,223.53,252.57,20191118
35.27,19.27,35.25,22.0,-8.83,132.44,177.25,223.42,252.44,20191119
35.13,19.15,35.11,21.51,-8.78,132.51,177.22,223.3,252.3,20191120
35.0,19.02,34.57,21.42,-8.73,132.57,177.19,223.18,252.17,20191121
34.47,18.49,34.44,21.34,-8.68,133.03,177.15,223.07,252.04,20191122
34.34,18.37,34.31,21.26,-8.64,133.09,177.11,222.55,251.51,20191123
34.21,18.25,34.18,21.18,-8.61,133.14,177.07,222.44,251.38,20191124
34.09,18.13,34.06,21.11,-8.57,133.19,177.03,222.33,251.26,20191125
33.58,18.01,33.54,21.04,-8.55,133.23,176.58,222.22,251.14,20191126
33.46,17.5,33.43,20.58,-8.52,133.27,176.53,222.11,251.02,20191127
33.35,17.38,33.31,20.51,-8.5,133.31,176.49,222.0,250.5,20191128
33.25,17.27,33.21,20.46,-8.48,133.34,176.44,221.49,250.39,20191129
33.15,17.16,33.1,20.4,-8.46,133.37,176.38,221.39,250.27,20191130
33.05,17.05,33.0,20.36,-8.45,133.39,176.33,221.28,250.16,20191201
32.56,16.55,32.51,20.31,-8.44,133.41,176.27,221.18,250.06,20191202
32.47,16.45,32.42,20.27,-8.44,133.43,176.21,221.08,249.55,20191203
32.38,16.35,32.33,20.23,-8.44,133.44,176.16,220.58,249.45,20191204
32.3,16.25,32.25,20.2,-8.44,133.45,176.09,220.48,249.35,20191205
32.23,16.15,32.17,20.17,-8.45,133.46,176.03,220.38,249.26,20191206
32.16,16.06,32.09,20.15,-8.46,133.46,175.57,220.29,249.16,20191207
32.09,15.57,32.02,20.13,-8.47,133.46,175.5,220.2,249.07,20191208
32.03,15.48,31.56,20.11,-8.48,133.45,175.44,220.11,248.59,20191209
31.57,15.4,31.49,20.1,-8.5,133.44,175.37,220.02,248.51,20191210
31.51,15.32,31.44,20.09,-8.53,133.43,175.3,219.53,248.43,20191211
31.47,15.24,31.38,20.09,-8.55,133.41,175.23,219.45,248.35,20191212
31.42,15.16,31.33,20.09,-8.58,133.39,175.16,219.36,248.28,20191213
31.38,15.09,31.29,20.09,-8.61,133.36,175.09,219.28,248.21,20191214
31.35,15.02,31.25,20.1,-8.65,133.34,175.01,219.2,248.14,20191215
31.32,14.55,31.21,20.11,-8.68,133.3,174.54,219.13,248.08,20191216
31.29,14.49,31.18,20.13,-8.73,133.27,174.46,219.05,248.02,20191217
31.27,14.43,31.15,20.15,-8.77,133.23,174.39,218.58,247.56,20191218
31.25,14.37,31.13,20.18,-8.82,133.19,174.31,218.51,247.51,20191219
31.24,14.32,31.11,20.2,-8.87,133.14,174.23,218.44,247.46,20191220
31.23,14.27,31.1,20.24,-8.92,133.1,174.15,218.38,247.42,20191221
31.23,14.22,31.09,20.27,-8.98,133.04,174.07,218.32,247.38,20191222
31.23,14.18,31.09,20.31,-7.43,132.59,173.59,218.26,247.34,20191223
31.24,14.14,31.09,20.36,-7.5,132.53,173.51,218.2,247.31,20191224
31.25,14.1,31.09,20.41,-7.56,132.47,173.43,218.15,247.28,20191225
31.27,14.07,31.1,20.46,-7.63,132.41,173.35,218.1,247.25,20191226
31.29,14.04,31.12,20.51,-7.69,132.34,173.27,218.05,247.23,20191227
31.31,14.01,31.13,20.57,-7.77,132.27,173.19,218.0,247.22,20191228
31.34,13.59,31.16,21.03,-7.84,132.2,173.1,217.56,247.2,20191229
31.38,13.57,31.19,21.1,-7.91,132.12,173.02,217.52,247.2,20191230
31.42,13.56,31.22,21.17,-7.99,132.04,172.54,217.48,247.19,20191231
31.47,13.55,31.26,21.25,-6.47,131.56,172.46,217.45,247.19,20200101
31.52,13.54,31.3,21.33,-6.56,131.48,172.37,217.42,247.19,20200102
31.57,13.54,31.35,21.41,-6.64,131.39,172.29,217.4,247.2,20200103
32.03,13.54,31.4,21.49,-6.73,131.3,172.21,217.37,247.21,20200104
32.09,13.55,31.45,21.58,-6.81,131.21,172.13,217.35,247.23,20200105
32.16,13.55,31.51,22.07,-6.9,131.12,172.04,217.33,247.25,20200106
32.23,13.57,31.57,22.16,-7.0,131.02,171.56,217.32,247.27,20200107
32.31,13.58,32.04,22.26,-5.49,130.53,171.48,217.31,247.3,20200108
32.39,14.0,32.11,22.36,-5.58,130.43,171.4,217.31,247.33,20200109
32.47,14.03,32.19,22.46,-5.68,130.32,171.32,217.3,247.37,20200110
32.56,14.05,32.27,22.56,-5.78,130.22,171.24,217.3,247.41,20200111
33.05,14.09,32.36,23.07,-5.88,130.11,171.16,217.31,247.46,20200112
33.15,14.12,32.44,23.18,-5.98,130.0,171.08,217.32,247.51,20200113
33.25,14.16,32.54,23.3,-4.48,129.49,171.0,217.33,247.56,20200114
33.36,14.2,33.04,23.42,-4.58,129.38,170.53,217.34,248.02,20200115
33.47,14.25,33.14,23.54,-4.69,129.27,170.45,217.36,248.08,20200116
33.58,14.3,33.24,24.06,-4.79,129.15,170.37,217.38,248.15,20200117
34.1,14.36,33.35,24.18,-4.9,129.03,170.3,217.41,248.22,20200118
34.22,14.41,33.47,24.31,-3.41,128.52,170.22,217.44,248.29,20200119
34.35,14.48,33.58,24.44,-3.52,128.39,170.15,217.47,248.37,20200120
34.48,14.54,34.11,24.57,-3.63,128.27,170.07,217.51,248.45,20200121
35.01,15.01,34.23,25.11,-3.74,128.15,170.0,217.55,248.53,20200122
35.15,15.08,34.36,25.24,-3.85,128.02,169.53,218.0,249.02,20200123
35.29,15.16,34.49,25.38,-3.96,127.49,169.46,218.05,249.12,20200124
35.43,15.24,35.03,25.52,-2.4699999999999998,127.37,169.39,218.1,249.22,20200125
35.58,15.33,35.17,26.06,-2.59,127.24,169.32,218.16,249.32,20200126
36.13,15.41,35.32,26.21,-2.7,127.1,169.26,218.22,249.42,20200127
36.29,15.5,35.46,26.36,-2.82,126.57,169.19,218.28,249.53,20200128
36.44,16.0,36.02,26.5,-2.93,126.44,169.13,218.35,250.04,20200129
37.0,16.1,36.17,27.05,-1.45,126.3,169.06,218.43,250.16,20200130
37.17,16.2,36.33,27.2,-1.56,126.17,169.0,218.5,250.28,20200131
