 format: day,hour,forecast,value  location:97_74 Start : 20170601 
 1,2000,+19,72.000000 
 1,2000,+22,35.000000 
 1,2000,+25,293.000000 
 1,2000,+28,267.000000 
 1,2000,+31,268.000000 
 1,2000,+34,279.000000 
 1,2000,+37,281.000000 
 1,2000,+40,257.000000 
 1,2000,+43,352.000000 
 1,2000,+46,293.000000 
 1,2000,+49,281.000000 
 1,2000,+52,301.000000 
 1,2000,+55,303.000000 
 1,2000,+58,320.000000 
 1,2000,+61,50.000000 
 1,2000,+64,67.000000 
 1,2000,+67,58.000000 
 1,2300,+4,166.000000 
 1,2300,+7,94.000000 
 1,2300,+10,82.000000 
 1,2300,+13,86.000000 
 1,2300,+16,72.000000 
 1,2300,+19,35.000000 
 1,2300,+22,293.000000 
 1,2300,+25,267.000000 
 1,2300,+28,268.000000 
 1,2300,+31,279.000000 
 1,2300,+34,281.000000 
 1,2300,+37,257.000000 
 1,2300,+40,352.000000 
 1,2300,+43,293.000000 
 1,2300,+46,281.000000 
 1,2300,+49,301.000000 
 1,2300,+52,303.000000 
 1,2300,+55,320.000000 
 1,2300,+58,50.000000 
 1,2300,+61,67.000000 
 1,2300,+64,58.000000 
 2,0200,+4,94.000000 
 2,0200,+7,82.000000 
 2,0200,+10,86.000000 
 2,0200,+13,72.000000 
 2,0200,+16,35.000000 
 2,0200,+19,293.000000 
 2,0200,+22,267.000000 
 2,0200,+25,268.000000 
 2,0200,+28,279.000000 
 2,0200,+31,281.000000 
 2,0200,+34,257.000000 
 2,0200,+37,352.000000 
 2,0200,+40,293.000000 
 2,0200,+43,281.000000 
 2,0200,+46,301.000000 
 2,0200,+49,303.000000 
 2,0200,+52,320.000000 
 2,0200,+55,50.000000 
 2,0200,+58,67.000000 
 2,0200,+61,58.000000 
 2,0500,+4,82.000000 
 2,0500,+7,86.000000 
 2,0500,+10,72.000000 
 2,0500,+13,35.000000 
 2,0500,+16,293.000000 
 2,0500,+19,267.000000 
 2,0500,+22,268.000000 
 2,0500,+25,279.000000 
 2,0500,+28,281.000000 
 2,0500,+31,257.000000 
 2,0500,+34,352.000000 
 2,0500,+37,293.000000 
 2,0500,+40,281.000000 
 2,0500,+43,301.000000 
 2,0500,+46,303.000000 
 2,0500,+49,320.000000 
 2,0500,+52,50.000000 
 2,0500,+55,67.000000 
 2,0500,+58,58.000000 
 2,0800,+4,83.000000 
 2,0800,+7,72.000000 
 2,0800,+10,24.000000 
 2,0800,+13,306.000000 
 2,0800,+16,273.000000 
 2,0800,+19,282.000000 
 2,0800,+22,286.000000 
 2,0800,+25,289.000000 
 2,0800,+28,360.000000 
 2,0800,+31,68.000000 
 2,0800,+34,63.000000 
 2,0800,+37,307.000000 
 2,0800,+40,281.000000 
 2,0800,+43,304.000000 
 2,0800,+46,298.000000 
 2,0800,+49,337.000000 
 2,0800,+52,60.000000 
 2,0800,+55,52.000000 
 2,1100,+4,72.000000 
 2,1100,+7,24.000000 
 2,1100,+10,306.000000 
 2,1100,+13,273.000000 
 2,1100,+16,282.000000 
 2,1100,+19,286.000000 
 2,1100,+22,289.000000 
 2,1100,+25,360.000000 
 2,1100,+28,68.000000 
 2,1100,+31,63.000000 
 2,1100,+34,307.000000 
 2,1100,+37,281.000000 
 2,1100,+40,304.000000 
 2,1100,+43,298.000000 
 2,1100,+46,337.000000 
 2,1100,+49,60.000000 
 2,1100,+52,52.000000 
 2,1400,+4,24.000000 
 2,1400,+7,306.000000 
 2,1400,+10,273.000000 
 2,1400,+13,282.000000 
 2,1400,+16,286.000000 
 2,1400,+19,289.000000 
 2,1400,+22,360.000000 
 2,1400,+25,68.000000 
 2,1400,+28,63.000000 
 2,1400,+31,307.000000 
 2,1400,+34,281.000000 
 2,1400,+37,304.000000 
 2,1400,+40,298.000000 
 2,1400,+43,337.000000 
 2,1400,+46,60.000000 
 2,1400,+49,52.000000 
 2,1700,+4,306.000000 
 2,1700,+7,273.000000 
 2,1700,+10,282.000000 
 2,1700,+13,286.000000 
 2,1700,+16,289.000000 
 2,1700,+19,360.000000 
 2,1700,+22,68.000000 
 2,1700,+25,63.000000 
 2,1700,+28,307.000000 
 2,1700,+31,281.000000 
 2,1700,+34,304.000000 
 2,1700,+37,298.000000 
 2,1700,+40,337.000000 
 2,1700,+43,60.000000 
 2,1700,+46,52.000000 
 2,2000,+4,272.000000 
 2,2000,+7,273.000000 
 2,2000,+10,292.000000 
 2,2000,+13,299.000000 
 2,2000,+16,336.000000 
 2,2000,+19,73.000000 
 2,2000,+22,72.000000 
 2,2000,+25,291.000000 
 2,2000,+28,296.000000 
 2,2000,+31,320.000000 
 2,2000,+34,70.000000 
 2,2000,+37,139.000000 
 2,2000,+40,155.000000 
 2,2000,+43,339.000000 
 2,2000,+46,294.000000 
 2,2000,+49,346.000000 
 2,2000,+52,58.000000 
 2,2000,+55,76.000000 
 2,2000,+58,77.000000 
 2,2000,+61,72.000000 
 2,2000,+64,69.000000 
 2,2000,+67,68.000000 
 2,2300,+4,273.000000 
 2,2300,+7,292.000000 
 2,2300,+10,299.000000 
 2,2300,+13,336.000000 
 2,2300,+16,73.000000 
 2,2300,+19,72.000000 
 2,2300,+22,291.000000 
 2,2300,+25,296.000000 
 2,2300,+28,320.000000 
 2,2300,+31,70.000000 
 2,2300,+34,139.000000 
 2,2300,+37,155.000000 
 2,2300,+40,339.000000 
 2,2300,+43,294.000000 
 2,2300,+46,346.000000 
 2,2300,+49,58.000000 
 2,2300,+52,76.000000 
 2,2300,+55,77.000000 
 2,2300,+58,72.000000 
 2,2300,+61,69.000000 
 2,2300,+64,68.000000 
 3,0200,+4,292.000000 
 3,0200,+7,299.000000 
 3,0200,+10,336.000000 
 3,0200,+13,73.000000 
 3,0200,+16,72.000000 
 3,0200,+19,291.000000 
 3,0200,+22,296.000000 
 3,0200,+25,320.000000 
 3,0200,+28,70.000000 
 3,0200,+31,139.000000 
 3,0200,+34,155.000000 
 3,0200,+37,339.000000 
 3,0200,+40,294.000000 
 3,0200,+43,346.000000 
 3,0200,+46,58.000000 
 3,0200,+49,76.000000 
 3,0200,+52,77.000000 
 3,0200,+55,72.000000 
 3,0200,+58,69.000000 
 3,0200,+61,68.000000 
 3,0500,+4,299.000000 
 3,0500,+7,336.000000 
 3,0500,+10,73.000000 
 3,0500,+13,72.000000 
 3,0500,+16,291.000000 
 3,0500,+19,296.000000 
 3,0500,+22,320.000000 
 3,0500,+25,70.000000 
 3,0500,+28,139.000000 
 3,0500,+31,155.000000 
 3,0500,+34,339.000000 
 3,0500,+37,294.000000 
 3,0500,+40,346.000000 
 3,0500,+43,58.000000 
 3,0500,+46,76.000000 
 3,0500,+49,77.000000 
 3,0500,+52,72.000000 
 3,0500,+55,69.000000 
 3,0500,+58,68.000000 
 3,0800,+4,105.000000 
 3,0800,+7,77.000000 
 3,0800,+10,65.000000 
 3,0800,+13,6.000000 
 3,0800,+16,291.000000 
 3,0800,+19,309.000000 
 3,0800,+22,77.000000 
 3,0800,+25,90.000000 
 3,0800,+28,77.000000 
 3,0800,+31,328.000000 
 3,0800,+34,281.000000 
 3,0800,+37,273.000000 
 3,0800,+40,103.000000 
 3,0800,+43,67.000000 
 3,0800,+46,76.000000 
 3,0800,+49,72.000000 
 3,0800,+52,69.000000 
 3,0800,+55,62.000000 
 3,1100,+4,77.000000 
 3,1100,+7,65.000000 
 3,1100,+10,6.000000 
 3,1100,+13,291.000000 
 3,1100,+16,309.000000 
 3,1100,+19,77.000000 
 3,1100,+22,90.000000 
 3,1100,+25,77.000000 
 3,1100,+28,328.000000 
 3,1100,+31,281.000000 
 3,1100,+34,273.000000 
 3,1100,+37,103.000000 
 3,1100,+40,67.000000 
 3,1100,+43,76.000000 
 3,1100,+46,72.000000 
 3,1100,+49,69.000000 
 3,1100,+52,62.000000 
 3,1400,+4,65.000000 
 3,1400,+7,6.000000 
 3,1400,+10,291.000000 
 3,1400,+13,309.000000 
 3,1400,+16,77.000000 
 3,1400,+19,90.000000 
 3,1400,+22,77.000000 
 3,1400,+25,328.000000 
 3,1400,+28,281.000000 
 3,1400,+31,273.000000 
 3,1400,+34,103.000000 
 3,1400,+37,67.000000 
 3,1400,+40,76.000000 
 3,1400,+43,72.000000 
 3,1400,+46,69.000000 
 3,1400,+49,62.000000 
 3,1700,+4,6.000000 
 3,1700,+7,291.000000 
 3,1700,+10,309.000000 
 3,1700,+13,77.000000 
 3,1700,+16,90.000000 
 3,1700,+19,77.000000 
 3,1700,+22,328.000000 
 3,1700,+25,281.000000 
 3,1700,+28,273.000000 
 3,1700,+31,103.000000 
 3,1700,+34,67.000000 
 3,1700,+37,76.000000 
 3,1700,+40,72.000000 
 3,1700,+43,69.000000 
 3,1700,+46,62.000000 
 3,2000,+4,259.000000 
 3,2000,+7,289.000000 
 3,2000,+10,292.000000 
 3,2000,+13,274.000000 
 3,2000,+16,112.000000 
 3,2000,+19,0.000000 
 3,2000,+22,302.000000 
 3,2000,+25,301.000000 
 3,2000,+28,278.000000 
 3,2000,+31,76.000000 
 3,2000,+34,72.000000 
 3,2000,+37,71.000000 
 3,2000,+40,69.000000 
 3,2000,+43,66.000000 
 3,2000,+46,59.000000 
 3,2000,+49,63.000000 
 3,2000,+52,76.000000 
 3,2000,+55,81.000000 
 3,2000,+58,81.000000 
 3,2000,+61,74.000000 
 3,2000,+64,75.000000 
 3,2000,+67,87.000000 
 3,2300,+4,289.000000 
 3,2300,+7,292.000000 
 3,2300,+10,274.000000 
 3,2300,+13,112.000000 
 3,2300,+16,0.000000 
 3,2300,+19,302.000000 
 3,2300,+22,301.000000 
 3,2300,+25,278.000000 
 3,2300,+28,76.000000 
 3,2300,+31,72.000000 
 3,2300,+34,71.000000 
 3,2300,+37,69.000000 
 3,2300,+40,66.000000 
 3,2300,+43,59.000000 
 3,2300,+46,63.000000 
 3,2300,+49,76.000000 
 3,2300,+52,81.000000 
 3,2300,+55,81.000000 
 3,2300,+58,74.000000 
 3,2300,+61,75.000000 
 3,2300,+64,87.000000 
 4,0200,+4,292.000000 
 4,0200,+7,274.000000 
 4,0200,+10,112.000000 
 4,0200,+13,0.000000 
 4,0200,+16,302.000000 
 4,0200,+19,301.000000 
 4,0200,+22,278.000000 
 4,0200,+25,76.000000 
 4,0200,+28,72.000000 
 4,0200,+31,71.000000 
 4,0200,+34,69.000000 
 4,0200,+37,66.000000 
 4,0200,+40,59.000000 
 4,0200,+43,63.000000 
 4,0200,+46,76.000000 
 4,0200,+49,81.000000 
 4,0200,+52,81.000000 
 4,0200,+55,74.000000 
 4,0200,+58,75.000000 
 4,0200,+61,87.000000 
 4,0500,+4,274.000000 
 4,0500,+7,112.000000 
 4,0500,+10,0.000000 
 4,0500,+13,302.000000 
 4,0500,+16,301.000000 
 4,0500,+19,278.000000 
 4,0500,+22,76.000000 
 4,0500,+25,72.000000 
 4,0500,+28,71.000000 
 4,0500,+31,69.000000 
 4,0500,+34,66.000000 
 4,0500,+37,59.000000 
 4,0500,+40,63.000000 
 4,0500,+43,76.000000 
 4,0500,+46,81.000000 
 4,0500,+49,81.000000 
 4,0500,+52,74.000000 
 4,0500,+55,75.000000 
 4,0500,+58,87.000000 
 4,0800,+4,67.000000 
 4,0800,+7,14.000000 
 4,0800,+10,300.000000 
 4,0800,+13,279.000000 
 4,0800,+16,290.000000 
 4,0800,+19,68.000000 
 4,0800,+22,72.000000 
 4,0800,+25,72.000000 
 4,0800,+28,69.000000 
 4,0800,+31,65.000000 
 4,0800,+34,63.000000 
 4,0800,+37,63.000000 
 4,0800,+40,79.000000 
 4,0800,+43,80.000000 
 4,0800,+46,89.000000 
 4,0800,+49,81.000000 
 4,0800,+52,82.000000 
 4,0800,+55,109.000000 
 4,1100,+4,14.000000 
 4,1100,+7,300.000000 
 4,1100,+10,279.000000 
 4,1100,+13,290.000000 
 4,1100,+16,68.000000 
 4,1100,+19,72.000000 
 4,1100,+22,72.000000 
 4,1100,+25,69.000000 
 4,1100,+28,65.000000 
 4,1100,+31,63.000000 
 4,1100,+34,63.000000 
 4,1100,+37,79.000000 
 4,1100,+40,80.000000 
 4,1100,+43,89.000000 
 4,1100,+46,81.000000 
 4,1100,+49,82.000000 
 4,1100,+52,109.000000 
 4,1400,+4,300.000000 
 4,1400,+7,279.000000 
 4,1400,+10,290.000000 
 4,1400,+13,68.000000 
 4,1400,+16,72.000000 
 4,1400,+19,72.000000 
 4,1400,+22,69.000000 
 4,1400,+25,65.000000 
 4,1400,+28,63.000000 
 4,1400,+31,63.000000 
 4,1400,+34,79.000000 
 4,1400,+37,80.000000 
 4,1400,+40,89.000000 
 4,1400,+43,81.000000 
 4,1400,+46,82.000000 
 4,1400,+49,109.000000 
 4,1700,+4,279.000000 
 4,1700,+7,290.000000 
 4,1700,+10,68.000000 
 4,1700,+13,72.000000 
 4,1700,+16,72.000000 
 4,1700,+19,69.000000 
 4,1700,+22,65.000000 
 4,1700,+25,63.000000 
 4,1700,+28,63.000000 
 4,1700,+31,79.000000 
 4,1700,+34,80.000000 
 4,1700,+37,89.000000 
 4,1700,+40,81.000000 
 4,1700,+43,82.000000 
 4,1700,+46,109.000000 
 4,2000,+4,103.000000 
 4,2000,+7,103.000000 
 4,2000,+10,77.000000 
 4,2000,+13,70.000000 
 4,2000,+16,65.000000 
 4,2000,+19,62.000000 
 4,2000,+22,63.000000 
 4,2000,+25,68.000000 
 4,2000,+28,80.000000 
 4,2000,+31,84.000000 
 4,2000,+34,88.000000 
 4,2000,+37,78.000000 
 4,2000,+40,86.000000 
 4,2000,+43,108.000000 
 4,2000,+46,127.000000 
 4,2000,+49,98.000000 
 4,2000,+52,95.000000 
 4,2000,+55,183.000000 
 4,2000,+58,243.000000 
 4,2000,+61,241.000000 
 4,2000,+64,290.000000 
 4,2000,+67,272.000000 
 4,2300,+4,103.000000 
 4,2300,+7,77.000000 
 4,2300,+10,70.000000 
 4,2300,+13,65.000000 
 4,2300,+16,62.000000 
 4,2300,+19,63.000000 
 4,2300,+22,68.000000 
 4,2300,+25,80.000000 
 4,2300,+28,84.000000 
 4,2300,+31,88.000000 
 4,2300,+34,78.000000 
 4,2300,+37,86.000000 
 4,2300,+40,108.000000 
 4,2300,+43,127.000000 
 4,2300,+46,98.000000 
 4,2300,+49,95.000000 
 4,2300,+52,183.000000 
 4,2300,+55,243.000000 
 4,2300,+58,241.000000 
 4,2300,+61,290.000000 
 4,2300,+64,272.000000 
 5,0200,+4,77.000000 
 5,0200,+7,70.000000 
 5,0200,+10,65.000000 
 5,0200,+13,62.000000 
 5,0200,+16,63.000000 
 5,0200,+19,68.000000 
 5,0200,+22,80.000000 
 5,0200,+25,84.000000 
 5,0200,+28,88.000000 
 5,0200,+31,78.000000 
 5,0200,+34,86.000000 
 5,0200,+37,108.000000 
 5,0200,+40,127.000000 
 5,0200,+43,98.000000 
 5,0200,+46,95.000000 
 5,0200,+49,183.000000 
 5,0200,+52,243.000000 
 5,0200,+55,241.000000 
 5,0200,+58,290.000000 
 5,0200,+61,272.000000 
 5,0500,+4,70.000000 
 5,0500,+7,65.000000 
 5,0500,+10,62.000000 
 5,0500,+13,63.000000 
 5,0500,+16,68.000000 
 5,0500,+19,80.000000 
 5,0500,+22,84.000000 
 5,0500,+25,88.000000 
 5,0500,+28,78.000000 
 5,0500,+31,86.000000 
 5,0500,+34,108.000000 
 5,0500,+37,127.000000 
 5,0500,+40,98.000000 
 5,0500,+43,95.000000 
 5,0500,+46,183.000000 
 5,0500,+49,243.000000 
 5,0500,+52,241.000000 
 5,0500,+55,290.000000 
 5,0500,+58,272.000000 
 5,0800,+4,64.000000 
 5,0800,+7,65.000000 
 5,0800,+10,62.000000 
 5,0800,+13,65.000000 
 5,0800,+16,76.000000 
 5,0800,+19,76.000000 
 5,0800,+22,77.000000 
 5,0800,+25,82.000000 
 5,0800,+28,101.000000 
 5,0800,+31,118.000000 
 5,0800,+34,108.000000 
 5,0800,+37,130.000000 
 5,0800,+40,213.000000 
 5,0800,+43,243.000000 
 5,0800,+46,242.000000 
 5,0800,+49,276.000000 
 5,0800,+52,277.000000 
 5,0800,+55,271.000000 
 5,1100,+4,65.000000 
 5,1100,+7,62.000000 
 5,1100,+10,65.000000 
 5,1100,+13,76.000000 
 5,1100,+16,76.000000 
 5,1100,+19,77.000000 
 5,1100,+22,82.000000 
 5,1100,+25,101.000000 
 5,1100,+28,118.000000 
 5,1100,+31,108.000000 
 5,1100,+34,130.000000 
 5,1100,+37,213.000000 
 5,1100,+40,243.000000 
 5,1100,+43,242.000000 
 5,1100,+46,276.000000 
 5,1100,+49,277.000000 
 5,1100,+52,271.000000 
 5,1400,+4,62.000000 
 5,1400,+7,65.000000 
 5,1400,+10,76.000000 
 5,1400,+13,76.000000 
 5,1400,+16,77.000000 
 5,1400,+19,82.000000 
 5,1400,+22,101.000000 
 5,1400,+25,118.000000 
 5,1400,+28,108.000000 
 5,1400,+31,130.000000 
 5,1400,+34,213.000000 
 5,1400,+37,243.000000 
 5,1400,+40,242.000000 
 5,1400,+43,276.000000 
 5,1400,+46,277.000000 
 5,1400,+49,271.000000 
 5,1700,+4,65.000000 
 5,1700,+7,76.000000 
 5,1700,+10,76.000000 
 5,1700,+13,77.000000 
 5,1700,+16,82.000000 
 5,1700,+19,101.000000 
 5,1700,+22,118.000000 
 5,1700,+25,108.000000 
 5,1700,+28,130.000000 
 5,1700,+31,213.000000 
 5,1700,+34,243.000000 
 5,1700,+37,242.000000 
 5,1700,+40,276.000000 
 5,1700,+43,277.000000 
 5,1700,+46,271.000000 
 5,2000,+4,74.000000 
 5,2000,+7,79.000000 
 5,2000,+10,85.000000 
 5,2000,+13,96.000000 
 5,2000,+16,110.000000 
 5,2000,+19,105.000000 
 5,2000,+22,123.000000 
 5,2000,+25,173.000000 
 5,2000,+28,239.000000 
 5,2000,+31,243.000000 
 5,2000,+34,238.000000 
 5,2000,+37,268.000000 
 5,2000,+40,281.000000 
 5,2000,+43,268.000000 
 5,2000,+46,273.000000 
 5,2000,+49,262.000000 
 5,2000,+52,293.000000 
 5,2000,+55,300.000000 
 5,2000,+58,293.000000 
 5,2000,+61,288.000000 
 5,2000,+64,212.000000 
 5,2000,+67,180.000000 
 5,2300,+4,79.000000 
 5,2300,+7,85.000000 
 5,2300,+10,96.000000 
 5,2300,+13,110.000000 
 5,2300,+16,105.000000 
 5,2300,+19,123.000000 
 5,2300,+22,173.000000 
 5,2300,+25,239.000000 
 5,2300,+28,243.000000 
 5,2300,+31,238.000000 
 5,2300,+34,268.000000 
 5,2300,+37,281.000000 
 5,2300,+40,268.000000 
 5,2300,+43,273.000000 
 5,2300,+46,262.000000 
 5,2300,+49,293.000000 
 5,2300,+52,300.000000 
 5,2300,+55,293.000000 
 5,2300,+58,288.000000 
 5,2300,+61,212.000000 
 5,2300,+64,180.000000 
 6,0200,+4,85.000000 
 6,0200,+7,96.000000 
 6,0200,+10,110.000000 
 6,0200,+13,105.000000 
 6,0200,+16,123.000000 
 6,0200,+19,173.000000 
 6,0200,+22,239.000000 
 6,0200,+25,243.000000 
 6,0200,+28,238.000000 
 6,0200,+31,268.000000 
 6,0200,+34,281.000000 
 6,0200,+37,268.000000 
 6,0200,+40,273.000000 
 6,0200,+43,262.000000 
 6,0200,+46,293.000000 
 6,0200,+49,300.000000 
 6,0200,+52,293.000000 
 6,0200,+55,288.000000 
 6,0200,+58,212.000000 
 6,0200,+61,180.000000 
 6,0500,+4,96.000000 
 6,0500,+7,110.000000 
 6,0500,+10,105.000000 
 6,0500,+13,123.000000 
 6,0500,+16,173.000000 
 6,0500,+19,239.000000 
 6,0500,+22,243.000000 
 6,0500,+25,238.000000 
 6,0500,+28,268.000000 
 6,0500,+31,281.000000 
 6,0500,+34,268.000000 
 6,0500,+37,273.000000 
 6,0500,+40,262.000000 
 6,0500,+43,293.000000 
 6,0500,+46,300.000000 
 6,0500,+49,293.000000 
 6,0500,+52,288.000000 
 6,0500,+55,212.000000 
 6,0500,+58,180.000000 
 6,0800,+4,108.000000 
 6,0800,+7,107.000000 
 6,0800,+10,125.000000 
 6,0800,+13,128.000000 
 6,0800,+16,217.000000 
 6,0800,+19,243.000000 
 6,0800,+22,245.000000 
 6,0800,+25,244.000000 
 6,0800,+28,289.000000 
 6,0800,+31,275.000000 
 6,0800,+34,273.000000 
 6,0800,+37,265.000000 
 6,0800,+40,288.000000 
 6,0800,+43,304.000000 
 6,0800,+46,304.000000 
 6,0800,+49,295.000000 
 6,0800,+52,260.000000 
 6,0800,+55,237.000000 
 6,1100,+4,107.000000 
 6,1100,+7,125.000000 
 6,1100,+10,128.000000 
 6,1100,+13,217.000000 
 6,1100,+16,243.000000 
 6,1100,+19,245.000000 
 6,1100,+22,244.000000 
 6,1100,+25,289.000000 
 6,1100,+28,275.000000 
 6,1100,+31,273.000000 
 6,1100,+34,265.000000 
 6,1100,+37,288.000000 
 6,1100,+40,304.000000 
 6,1100,+43,304.000000 
 6,1100,+46,295.000000 
 6,1100,+49,260.000000 
 6,1100,+52,237.000000 
 6,1400,+4,125.000000 
 6,1400,+7,128.000000 
 6,1400,+10,217.000000 
 6,1400,+13,243.000000 
 6,1400,+16,245.000000 
 6,1400,+19,244.000000 
 6,1400,+22,289.000000 
 6,1400,+25,275.000000 
 6,1400,+28,273.000000 
 6,1400,+31,265.000000 
 6,1400,+34,288.000000 
 6,1400,+37,304.000000 
 6,1400,+40,304.000000 
 6,1400,+43,295.000000 
 6,1400,+46,260.000000 
 6,1400,+49,237.000000 
 6,1700,+4,128.000000 
 6,1700,+7,217.000000 
 6,1700,+10,243.000000 
 6,1700,+13,245.000000 
 6,1700,+16,244.000000 
 6,1700,+19,289.000000 
 6,1700,+22,275.000000 
 6,1700,+25,273.000000 
 6,1700,+28,265.000000 
 6,1700,+31,288.000000 
 6,1700,+34,304.000000 
 6,1700,+37,304.000000 
 6,1700,+40,295.000000 
 6,1700,+43,260.000000 
 6,1700,+46,237.000000 
 6,2000,+4,178.000000 
 6,2000,+7,232.000000 
 6,2000,+10,242.000000 
 6,2000,+13,248.000000 
 6,2000,+16,261.000000 
 6,2000,+19,275.000000 
 6,2000,+22,271.000000 
 6,2000,+25,273.000000 
 6,2000,+28,294.000000 
 6,2000,+31,298.000000 
 6,2000,+34,299.000000 
 6,2000,+37,287.000000 
 6,2000,+40,278.000000 
 6,2000,+43,243.000000 
 6,2000,+46,255.000000 
 6,2000,+49,263.000000 
 6,2000,+52,267.000000 
 6,2000,+55,283.000000 
 6,2000,+58,253.000000 
 6,2000,+61,243.000000 
 6,2000,+64,249.000000 
 6,2000,+67,259.000000 
 6,2300,+4,232.000000 
 6,2300,+7,242.000000 
 6,2300,+10,248.000000 
 6,2300,+13,261.000000 
 6,2300,+16,275.000000 
 6,2300,+19,271.000000 
 6,2300,+22,273.000000 
 6,2300,+25,294.000000 
 6,2300,+28,298.000000 
 6,2300,+31,299.000000 
 6,2300,+34,287.000000 
 6,2300,+37,278.000000 
 6,2300,+40,243.000000 
 6,2300,+43,255.000000 
 6,2300,+46,263.000000 
 6,2300,+49,267.000000 
 6,2300,+52,283.000000 
 6,2300,+55,253.000000 
 6,2300,+58,243.000000 
 6,2300,+61,249.000000 
 6,2300,+64,259.000000 
 7,0200,+4,242.000000 
 7,0200,+7,248.000000 
 7,0200,+10,261.000000 
 7,0200,+13,275.000000 
 7,0200,+16,271.000000 
 7,0200,+19,273.000000 
 7,0200,+22,294.000000 
 7,0200,+25,298.000000 
 7,0200,+28,299.000000 
 7,0200,+31,287.000000 
 7,0200,+34,278.000000 
 7,0200,+37,243.000000 
 7,0200,+40,255.000000 
 7,0200,+43,263.000000 
 7,0200,+46,267.000000 
 7,0200,+49,283.000000 
 7,0200,+52,253.000000 
 7,0200,+55,243.000000 
 7,0200,+58,249.000000 
 7,0200,+61,259.000000 
 7,0500,+4,248.000000 
 7,0500,+7,261.000000 
 7,0500,+10,275.000000 
 7,0500,+13,271.000000 
 7,0500,+16,273.000000 
 7,0500,+19,294.000000 
 7,0500,+22,298.000000 
 7,0500,+25,299.000000 
 7,0500,+28,287.000000 
 7,0500,+31,278.000000 
 7,0500,+34,243.000000 
 7,0500,+37,255.000000 
 7,0500,+40,263.000000 
 7,0500,+43,267.000000 
 7,0500,+46,283.000000 
 7,0500,+49,253.000000 
 7,0500,+52,243.000000 
 7,0500,+55,249.000000 
 7,0500,+58,259.000000 
 7,0800,+4,264.000000 
 7,0800,+7,281.000000 
