년월일,호기,총량(kw),평균(kw),최대(kw),최소(kw),"최대(시간별, kw)","최소(시간별, kw)",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2020-02-09,72,897.36,37,145.92,0,145.92,2.64,0,0,0,0,0,0,0,2.64,39.6,78,112.32,124.32,145.92,140.16,121.68,88.08,40.8,3.84,0,0,0,0,0,0
2020-02-10,73,762.24,32,132,0,132,1.92,0,0,0,0,0,0,0,1.92,25.44,61.68,95.76,119.52,132,121.92,100.32,69.6,30.48,3.6,0,0,0,0,0,0
2020-02-11,74,592.56,25,102.96,0,102.96,2.4,0,0,0,0,0,0,0,2.4,31.68,70.8,94.8,102.96,79.68,73.44,55.2,49.68,29.04,2.88,0,0,0,0,0,0
2020-02-12,75,19.2,1,8.64,0,8.64,0.24,0,0,0,0,0,0,0,0,0,0,0.24,0.72,0,0.96,8.4,8.64,0.24,0,0,0,0,0,0,0
2020-02-13,76,833.76,35,133.2,0,133.2,3.36,0,0,0,0,0,0,0,3.36,44.16,77.52,110.16,133.2,123.12,120.72,94.08,83.28,39.36,4.8,0,0,0,0,0,0
2020-02-14,77,832.8,35,143.04,0,143.04,0.72,0,0,0,0,0,0,0,0.72,30.48,73.2,107.04,128.16,143.04,125.52,108.96,73.92,36.72,5.04,0,0,0,0,0,0
2020-02-15,78,709.44,30,142.56,0,142.56,1.44,0,0,0,0,0,0,0,1.44,15.36,64.32,111.36,133.44,142.56,130.8,72.72,21.84,12.24,3.36,0,0,0,0,0,0
2020-02-16,79,665.28,28,135.84,0,135.84,4.8,0,0,0,0,0,0,0,0,13.92,78,125.04,135.84,105.6,87.12,72.96,24.72,17.28,4.8,0,0,0,0,0,0
2020-02-17,80,724.08,30,118.32,0,118.32,4.56,0,0,0,0,0,0,0,4.56,48.96,79.92,107.04,64.32,118.32,109.68,82.8,54,47.76,6.72,0,0,0,0,0,0
2020-02-18,81,1023.84,43,160.08,0,160.08,4.56,0,0,0,0,0,0,0,4.56,52.08,91.68,133.68,155.52,160.08,149.76,127.92,93.84,48,6.72,0,0,0,0,0,0
2020-02-19,82,923.76,38,145.2,0,145.2,6.48,0,0,0,0,0,0,0,6.72,50.64,88.8,128.16,127.68,145.2,142.32,120.96,72,34.8,6.48,0,0,0,0,0,0
2020-02-20,83,893.28,37,139.2,0,139.2,6.48,0,0,0,0,0,0,0,6.96,39.84,84,119.04,139.2,138.96,130.8,110.16,78.96,38.88,6.48,0,0,0,0,0,0
2020-02-21,84,882.96,37,133.44,0,133.44,4.8,0,0,0,0,0,0,0,5.04,44.4,80.88,110.88,133.44,121.92,133.44,116.4,86.64,45.12,4.8,0,0,0,0,0,0
2020-02-22,85,930.96,39,148.08,0,148.08,5.52,0,0,0,0,0,0,0,5.52,48.72,85.44,117.84,143.52,148.08,138.48,114.72,80.4,41.28,6.96,0,0,0,0,0,0
2020-02-23,86,1034.4,43,157.68,0,157.68,6.72,0,0,0,0,0,0,0,6.72,55.2,96.24,135.12,157.44,157.68,147.12,126.96,94.56,49.92,7.44,0,0,0,0,0,0
2020-02-24,87,851.76,35,145.2,0,145.2,3.6,0,0,0,0,0,0,0,7.2,50.64,92.88,126.72,145.2,144.96,113.28,102,41.52,23.76,3.6,0,0,0,0,0,0
2020-02-25,88,3.12,0,1.2,0,1.2,0.24,0,0,0,0,0,0,0,0,0,0,0.48,0.48,1.2,0.48,0,0.24,0.24,0,0,0,0,0,0,0
2020-02-26,89,404.88,17,89.76,0,89.76,1.2,0,0,0,0,0,0,0,1.2,6,27.6,29.76,38.16,89.76,70.32,49.92,47.76,36.96,7.44,0,0,0,0,0,0
2020-02-27,90,499.68,21,109.44,0,109.44,2.4,0,0,0,0,0,0,0,2.4,27.6,97.92,87.12,109.44,27.6,42.72,44.16,27.36,22.8,10.56,0,0,0,0,0,0
2020-02-28,91,103.44,4,21.36,0,21.36,2.4,0,0,0,0,0,0,0,2.4,8.4,6.48,15.12,21.36,12.48,11.28,12.96,8.4,4.56,0,0,0,0,0,0,0
2020-02-29,92,365.52,15,56.64,0,56.64,2.64,0,0,0,0,0,0,0,2.64,24,47.28,56.4,56.64,42,40.8,45.12,32.16,12.48,6,0,0,0,0,0,0
2020-03-01,93,749.52,31,119.28,0,119.28,10.08,0,0,0,0,0,0,0,11.52,34.08,88.56,95.28,102.72,118.08,119.28,97.68,51.84,20.4,10.08,0,0,0,0,0,0
2020-03-02,94,949.2,40,152.64,0,152.64,0.24,0,0,0,0,0,0,0,11.28,29.52,74.4,133.44,137.28,152.64,136.08,126,91.2,48.48,8.64,0.24,0,0,0,0,0
2020-03-03,95,613.2,26,102.72,0,102.72,4.8,0,0,0,0,0,0,0,4.8,28.08,81.12,102.72,98.16,56.64,69.84,78.96,50.88,33.6,8.4,0,0,0,0,0,0
2020-03-04,96,892.32,37,149.28,0,149.28,3.12,0,0,0,0,0,0,0,3.12,19.92,64.08,129.6,149.28,101.52,142.08,127.44,94.56,52.08,8.64,0,0,0,0,0,0
2020-03-05,97,1072.32,45,161.52,0,161.52,9.6,0,0,0,0,0,0,0,13.2,60.72,110.64,145.2,160.08,161.52,146.16,124.56,90.96,49.68,9.6,0,0,0,0,0,0
2020-03-06,98,1013.04,42,151.2,0,151.2,8.4,0,0,0,0,0,0,0,12.72,60.48,107.52,138.24,148.56,151.2,142.08,118.8,82.56,42.48,8.4,0,0,0,0,0,0
2020-03-07,99,189.6,8,47.04,0,47.04,0.48,0,0,0,0,0,0,0,3.6,6.72,1.92,14.88,26.4,47.04,39.6,29.04,14.88,5.04,0.48,0,0,0,0,0,0
2020-03-08,100,995.04,41,142.32,0,142.32,9.36,0,0,0,0,0,0,0,13.68,60.96,106.56,133.2,124.56,142.32,141.6,122.64,90.72,49.44,9.36,0,0,0,0,0,0
2020-03-09,101,271.92,11,60.72,0,60.72,0.24,0,0,0,0,0,0,0,4.8,18.24,24,28.8,50.88,60.72,37.68,30.24,13.2,3.12,0.24,0,0,0,0,0,0
2020-03-10,102,163.2,7,36,0,36,2.16,0,0,0,0,0,0,0,3.6,19.2,36,22.8,11.04,26.4,11.76,13.68,12,4.56,2.16,0,0,0,0,0,0
2020-03-11,103,1121.76,47,161.76,0,161.76,9.12,0,0,0,0,0,0,0,15.6,69.6,120.96,149.04,160.8,161.76,153.12,131.76,96.24,53.76,9.12,0,0,0,0,0,0
2020-03-12,104,1075.68,45,151.92,0,151.92,0.24,0,0,0,0,0,0,0.24,17.04,70.56,118.8,142.32,149.04,151.92,143.76,123.84,95.52,52.8,9.84,0,0,0,0,0,0
2020-03-13,105,928.32,39,145.92,0,145.92,6.24,0,0,0,0,0,0,0,6.24,38.16,80.4,132,145.92,145.2,138,107.76,79.44,43.68,11.52,0,0,0,0,0,0
2020-03-14,106,1152,48,163.44,0,163.44,0.24,0,0,0,0,0,0,0.24,20.64,73.44,126.24,153.6,162.48,163.44,154.32,133.44,99.6,54.96,9.6,0,0,0,0,0,0
2020-03-15,107,865.44,36,152.88,0,152.88,0.24,0,0,0,0,0,0,0.24,17.04,71.28,119.04,143.04,152.88,145.92,80.16,20.16,56.88,45.6,12.96,0.24,0,0,0,0,0
2020-03-16,108,1106.16,46,156.96,0,156.96,0.24,0,0,0,0,0,0,0.24,18.72,78.24,124.08,144.96,156.96,153.6,147.36,125.28,94.56,52.32,9.6,0.24,0,0,0,0,0
2020-03-17,109,1016.4,42,149.28,0,149.28,0.24,0,0,0,0,0,0,0.24,17.04,55.68,112.08,136.8,147.6,149.28,139.2,117.12,85.2,45.84,10.08,0.24,0,0,0,0,0
2020-03-18,110,1072.8,45,150,0,150,0.24,0,0,0,0,0,0,0,19.44,77.04,120.48,141.36,150,149.76,140.88,122.88,91.2,49.44,10.08,0.24,0,0,0,0,0
2020-03-19,111,927.36,39,135.6,0,135.6,0.48,0,0,0,0,0,0,0.48,18.24,57.12,102,114.48,127.44,135.6,108,113.76,89.28,51.36,9.6,0,0,0,0,0,0
2020-03-20,112,1062.96,44,150.24,0,150.24,0.24,0,0,0,0,0,0,0.48,20.88,78.24,118.8,139.44,150.24,150,138.72,118.08,88.32,48.72,10.8,0.24,0,0,0,0,0
2020-03-21,113,958.32,40,139.2,0,139.2,0.48,0,0,0,0,0,0,0.72,18.96,64.56,104.88,126.96,138.24,139.2,128.16,106.56,77.52,41.04,11.04,0.48,0,0,0,0,0
2020-03-22,114,844.56,35,132.72,0,132.72,0.24,0,0,0,0,0,0,0.48,11.04,33.6,64.08,90.48,122.4,129.6,132.72,117.6,84.96,45.36,12,0.24,0,0,0,0,0
2020-03-23,115,1046.64,44,146.4,0,146.4,0.24,0,0,0,0,0,0,0.48,24.24,80.64,115.44,133.68,143.04,146.4,137.04,118.32,88.32,48,10.8,0.24,0,0,0,0,0
2020-03-24,116,861.6,36,143.28,0,143.28,0.24,0,0,0,0,0,0,0.72,22.56,72.48,94.08,123.12,143.28,120.24,107.52,54.72,64.8,46.56,11.28,0.24,0,0,0,0,0
2020-03-25,117,1041.36,43,145.92,0,145.92,0.24,0,0,0,0,0,0,0.72,24.72,76.08,112.32,135.36,145.68,145.92,137.04,117.36,86.64,47.28,12,0.24,0,0,0,0,0
2020-03-26,118,127.68,5,34.56,0,34.56,0.72,0,0,0,0,0,0,0,0.72,7.2,14.16,25.2,34.56,15.6,9.6,11.76,7.68,1.2,0,0,0,0,0,0,0
2020-03-27,119,119.28,5,32.64,0,32.64,0.24,0,0,0,0,0,0,0,0.24,2.4,4.56,9.12,10.32,8.88,16.8,14.88,32.64,17.76,1.68,0,0,0,0,0,0
2020-03-28,120,328.8,14,50.16,0,50.16,0.24,0,0,0,0,0,0,0.96,11.04,31.92,44.4,50.16,45.36,31.2,37.92,32.4,25.92,11.52,5.76,0.24,0,0,0,0,0
2020-03-29,121,888.24,37,143.28,0,143.28,1.44,0,0,0,0,0,0,1.44,32.64,83.52,96.24,143.28,100.08,92.88,115.68,106.56,74.64,35.04,6.24,0,0,0,0,0,0
2020-03-30,122,880.56,37,138,0,138,0.72,0,0,0,0,0,0,1.68,32.16,77.52,111.12,117.6,127.44,138,70.8,55.68,83.04,49.92,14.88,0.72,0,0,0,0,0
2020-03-31,123,1090.8,45,150.24,0,150.24,0.96,0,0,0,0,0,0,1.44,35.04,88.32,118.32,139.2,149.28,150.24,135.36,121.2,90.96,47.28,13.2,0.96,0,0,0,0,0
2020-04-01,124,529.2,22,109.68,0,109.68,0.72,0,0,0,0,0,0,0,2.64,5.04,15.84,27.12,48.48,80.88,99.84,109.68,79.92,44.88,14.16,0.72,0,0,0,0,0
2020-04-02,125,1063.44,44,146.88,0,146.88,0.96,0,0,0,0,0,0,2.64,35.04,85.92,118.08,137.04,146.64,146.88,137.28,110.88,80.4,47.52,14.16,0.96,0,0,0,0,0
2020-04-03,126,1072.56,45,148.56,0,148.56,0.48,0,0,0,0,0,0,1.92,33.12,81.84,118.08,136.8,148.56,145.92,136.08,118.56,88.08,49.2,13.92,0.48,0,0,0,0,0
2020-04-04,127,1102.08,46,150.72,0,150.72,0.96,0,0,0,0,0,0,1.92,38.88,88.56,124.08,142.08,148.8,150.72,139.2,116.64,85.92,49.68,14.64,0.96,0,0,0,0,0
2020-04-05,128,1155.12,48,155.52,0,155.52,0.72,0,0,0,0,0,0,1.44,42.48,95.52,127.2,145.2,153.36,155.52,145.68,126.48,94.56,53.28,13.68,0.72,0,0,0,0,0
2020-04-06,129,1104.48,46,151.68,0,151.68,0.96,0,0,0,0,0,0,2.16,41.28,90.48,124.08,140.88,151.68,151.44,142.56,118.8,84.96,40.8,14.4,0.96,0,0,0,0,0
2020-04-07,130,1024.32,43,145.68,0,145.68,0.72,0,0,0,0,0,0,0.72,28.56,84.48,116.16,136.08,145.68,141.84,128.4,107.52,77.76,42.24,13.92,0.96,0,0,0,0,0
2020-04-08,131,1108.08,46,151.44,0,151.44,0.72,0,0,0,0,0,0,3.12,43.2,90.72,125.52,144.72,151.44,146.4,136.08,116.88,87.6,47.52,14.16,0.72,0,0,0,0,0
2020-04-09,132,1060.56,44,146.64,0,146.64,1.2,0,0,0,0,0,0,3.6,38.4,84.24,117.12,137.28,146.64,144.96,134.88,112.08,80.64,45.12,14.4,1.2,0,0,0,0,0
2020-04-10,133,233.52,10,33.36,0,33.36,0.96,0,0,0,0,0,0,0.96,6.96,10.56,10.56,21.6,24.72,26.64,24.96,30.24,32.16,33.36,9.84,0.96,0,0,0,0,0
2020-04-11,134,464.88,19,80.64,0,80.64,3.6,0,0,0,0,0,0,0,3.6,31.92,41.28,73.92,80.64,62.88,56.4,57.12,28.8,23.28,5.04,0,0,0,0,0,0
2020-04-12,135,318.48,13,59.04,0,59.04,1.92,0,0,0,0,0,0,1.92,6,11.76,15.12,31.2,40.08,31.2,59.04,50.88,30.96,16.32,20.64,3.36,0,0,0,0,0
2020-04-13,136,655.68,27,111.84,0,111.84,0.72,0,0,0,0,0,0,3.36,13.92,24.96,22.32,80.64,73.2,78.96,108.24,111.84,72,50.88,14.64,0.72,0,0,0,0,0
2020-04-14,137,1145.04,48,153.6,0,153.6,1.44,0,0,0,0,0,0,2.88,52.08,96,127.2,145.44,153.6,150,138.72,121.44,90.96,49.92,15.36,1.44,0,0,0,0,0
2020-04-15,138,799.92,33,128.16,0,128.16,1.92,0,0,0,0,0,0,5.28,25.68,49.68,70.08,67.68,128.16,114,121.44,103.2,65.76,31.68,15.36,1.92,0,0,0,0,0
2020-04-16,139,991.44,41,140.64,0,140.64,1.68,0,0,0,0,0,0,6.72,25.44,66.72,102,118.56,138.48,140.64,130.8,111.84,84.24,48,16.32,1.68,0,0,0,0,0
2020-04-17,140,86.16,4,22.56,0,22.56,0.24,0,0,0,0,0,0,0,2.4,7.2,18.72,22.56,9.36,5.04,7.44,5.28,6.48,0.72,0.72,0.24,0,0,0,0,0
2020-04-18,141,1046.4,44,147.84,0,147.84,0.72,0,0,0,0,0,0,5.28,48.96,88.08,112.8,110.64,144.72,147.84,141.84,109.92,66.96,52.56,16.08,0.72,0,0,0,0,0
2020-04-19,142,228.96,10,62.16,0,62.16,0.96,0,0,0,0,0,0,3.36,2.4,12.48,37.2,48.96,62.16,31.44,16.8,8.4,4.8,0.96,0,0,0,0,0,0,0
2020-04-20,143,1012.56,42,136.56,0,136.56,1.92,0,0,0,0,0,0,5.76,52.32,95.04,78.96,111.36,136.56,129.36,134.4,116.88,84.72,48.48,16.8,1.92,0,0,0,0,0
2020-04-21,144,1123.44,47,153.36,0,153.36,1.92,0,0,0,0,0,0,4.08,29.76,85.68,123.84,143.52,153.36,152.4,141.12,124.8,94.8,52.8,15.36,1.92,0,0,0,0,0
2020-04-22,145,1133.28,47,154.8,0,154.8,1.2,0,0,0,0,0,0,9.12,46.32,91.44,112.8,144,154.8,144.72,135.6,127.44,96.72,54,15.12,1.2,0,0,0,0,0
2020-04-23,146,1173.84,49,157.2,0,157.2,1.68,0,0,0,0,0,0,7.2,56.4,97.68,131.52,148.8,156.24,157.2,144.24,121.92,90.24,46.56,14.16,1.68,0,0,0,0,0
2020-04-24,147,1164.96,49,153.12,0,153.12,1.44,0,0,0,0,0,0,7.44,57.36,99.6,129.12,146.16,153.12,151.92,141.84,120.72,90.72,50.88,14.64,1.44,0,0,0,0,0
2020-04-25,148,1082.64,45,146.88,0,146.88,1.68,0,0,0,0,0,0,8.16,48.24,87.6,115.44,135.12,146.88,145.2,132,112.32,85.2,49.2,15.6,1.68,0,0,0,0,0
2020-04-26,149,1109.52,46,151.68,0,151.68,0.24,0,0,0,0,0,0.24,9.36,50.4,89.52,114,136.08,145.92,151.68,140.88,119.04,87.36,48.24,15.36,1.44,0,0,0,0,0
2020-04-27,150,990.24,41,149.52,0,149.52,2.64,0,0,0,0,0,0,9.36,52.8,92.64,121.92,140.4,149.52,147.84,108.48,60.48,52.8,35.04,16.32,2.64,0,0,0,0,0
2020-04-28,151,1108.32,46,147.6,0,147.6,1.68,0,0,0,0,0,0,10.08,52.8,93.36,122.88,138.96,147.6,144.72,133.68,114.48,85.44,47.76,14.88,1.68,0,0,0,0,0
2020-04-29,152,1073.76,45,142.08,0,142.08,1.44,0,0,0,0,0,0,10.32,49.44,87.6,115.68,133.68,142.08,140.64,132.72,114,84.48,47.52,14.16,1.44,0,0,0,0,0
2020-04-30,153,1092.48,46,145.92,0,145.92,1.92,0,0,0,0,0,0,11.52,54.48,93.12,120.96,138,145.92,143.04,136.56,115.92,66.96,48,16.08,1.92,0,0,0,0,0
2020-05-01,154,907.92,38,124.8,0,124.8,0.24,0,0,0,0,0,0.24,14.16,46.32,78.72,104.16,88.08,96.48,105.6,124.8,107.76,79.92,45.12,14.4,2.16,0,0,0,0,0
2020-05-02,155,693.84,29,130.32,0,130.32,0.48,0,0,0,0,0,0,6.48,38.64,64.8,89.76,130.32,108.72,100.08,77.28,35.28,25.68,12.96,3.36,0.48,0,0,0,0,0
2020-05-03,156,183.36,8,30,0,30,0.48,0,0,0,0,0,0,0.48,11.04,17.52,24.48,13.44,15.36,30,19.44,15.84,22.08,11.76,1.92,0,0,0,0,0,0
2020-05-04,157,976.32,41,138.96,0,138.96,1.68,0,0,0,0,0,0,12.48,23.28,80.4,107.52,127.44,138.96,137.04,128.4,107.04,53.52,41.76,16.8,1.68,0,0,0,0,0
2020-05-05,158,594.72,25,95.04,0,95.04,3.6,0,0,0,0,0,0,4.32,17.76,49.44,95.04,86.64,86.88,82.08,78.72,22.08,20.64,34.8,12.72,3.6,0,0,0,0,0
2020-05-06,159,1126.32,47,150.48,0,150.48,0.48,0,0,0,0,0,0.48,15.12,55.44,92.88,117.84,138.24,150.48,147.36,137.28,118.08,87.36,49.44,14.64,1.68,0,0,0,0,0
2020-05-07,160,1129.44,47,153.6,0,153.6,2.16,0,0,0,0,0,0,16.08,60,95.52,128.4,145.92,153.6,120.24,131.52,117.36,88.32,51.84,18.48,2.16,0,0,0,0,0
2020-05-08,161,973.2,41,127.44,0,127.44,2.16,0,0,0,0,0,0,16.32,60.72,98.4,124.56,119.28,126,127.44,114.24,84.96,51.6,33.84,13.68,2.16,0,0,0,0,0
2020-05-09,162,93.6,4,24.24,0,24.24,0.24,0,0,0,0,0,0,0.24,0.24,3.84,7.68,15.12,17.52,24.24,16.56,5.76,1.68,0.72,0,0,0,0,0,0,0
2020-05-10,163,706.8,29,110.16,0,110.16,1.68,0,0,0,0,0,0,6,29.76,45.12,54.24,53.76,77.04,110.16,89.04,100.56,81.36,42.96,15.12,1.68,0,0,0,0,0
2020-05-11,164,1110.96,46,143.52,0,143.52,0.24,0,0,0,0,0,0.24,17.28,59.52,96.72,122.4,137.04,143.52,142.56,130.32,112.56,84,47.76,14.88,2.16,0,0,0,0,0
2020-05-12,165,1060.32,44,142.56,0,142.56,0.48,0,0,0,0,0,0.48,15.36,37.92,84.24,120,137.52,142.56,140.16,128.4,109.44,78,44.4,17.76,4.08,0,0,0,0,0
2020-05-13,166,1135.92,47,145.44,0,145.44,1.68,0,0,0,0,0,0,18.48,62.16,100.56,126.48,139.44,145.44,143.28,133.2,115.68,86.4,48.96,14.16,1.68,0,0,0,0,0
2020-05-14,167,949.92,40,125.76,0,125.76,0.72,0,0,0,0,0,0.72,16.8,45.36,51.12,85.2,123.12,125.76,124.8,120.48,101.52,87.6,46.08,18,3.36,0,0,0,0,0
2020-05-15,168,115.2,5,17.28,0,17.28,0.72,0,0,0,0,0,0,0.72,2.88,7.2,12.48,17.28,15.36,17.04,13.68,12.72,4.08,7.92,3.84,0,0,0,0,0,0
2020-05-16,169,748.08,31,142.08,0,142.08,0.72,0,0,0,0,0,0,0.72,10.8,14.64,30,53.04,122.4,142.08,123.6,110.88,81.12,37.44,18.48,2.88,0,0,0,0,0
2020-05-17,170,687.12,29,105.84,0,105.84,0.24,0,0,0,0,0,0.24,4.56,16.8,33.36,57.6,91.44,72.96,67.2,90.48,105.84,78.48,42.96,19.68,5.52,0,0,0,0,0
2020-05-18,171,281.76,12,57.36,0,57.36,0.24,0,0,0,0,0,0.96,10.56,22.08,6.48,5.52,9.36,18.24,21.6,28.8,57.36,56.16,36.24,8.16,0.24,0,0,0,0,0
2020-05-19,172,692.88,29,119.04,0,119.04,0.24,0,0,0,0,0,0.24,18.96,54.48,94.08,119.04,118.32,42,53.28,22.56,49.92,53.52,48,16.08,2.4,0,0,0,0,0
2020-05-20,173,1098.72,46,146.88,0,146.88,0.24,0,0,0,0,0,0.24,19.68,61.44,97.44,124.32,139.44,146.88,144.96,139.92,116.88,70.08,29.04,7.92,0.48,0,0,0,0,0
2020-05-21,174,649.44,27,98.16,0,98.16,2.88,0,0,0,0,0,0,2.88,11.04,30.24,79.2,80.4,68.88,47.52,83.04,98.16,84.24,42.72,17.04,4.08,0,0,0,0,0
2020-05-22,175,812.16,34,121.68,0,121.68,1.68,0,0,0,0,0,1.68,17.28,43.44,60,63.36,76.8,121.68,104.16,75.84,96.24,83.52,49.92,16.08,2.16,0,0,0,0,0
2020-05-23,176,1085.04,45,142.56,0,142.56,0.96,0,0,0,0,0,0.96,18.48,53.28,82.08,102.72,133.2,142.08,142.56,134.64,114.48,83.28,53.04,20.88,3.36,0,0,0,0,0
2020-05-24,177,817.2,34,124.08,0,124.08,1.2,0,0,0,0,0,1.2,18,42.48,92.4,116.16,124.08,107.76,97.44,81.6,54,35.52,25.2,17.76,3.6,0,0,0,0,0
2020-05-25,178,650.4,27,108,0,108,0.72,0,0,0,0,0,0.72,17.04,26.4,60.96,98.4,103.92,108,82.56,52.56,34.56,31.92,20.4,11.28,1.68,0,0,0,0,0
2020-05-26,179,507.12,21,91.2,0,91.2,6.96,0,0,0,0,0,0,7.44,18.48,25.2,34.08,32.16,38.4,39.84,64.32,91.2,84.48,48.48,16.08,6.96,0,0,0,0,0
2020-05-27,180,1066.56,44,139.68,0,139.68,0.24,0,0,0,0,0,1.44,17.52,47.76,89.28,106.08,130.32,139.68,139.44,126.72,111.36,83.04,50.16,17.52,6,0.24,0,0,0,0
2020-05-28,181,1074.96,45,137.28,0,137.28,0.72,0,0,0,0,0,0.72,18.96,54,92.4,117.12,130.08,137.28,135.6,129.36,110.16,80.88,48.24,16.8,3.36,0,0,0,0,0
2020-05-29,182,1064.4,44,138.24,0,138.24,0.72,0,0,0,0,0,0.72,18.24,53.04,86.88,114.48,129.36,137.28,138.24,128.16,109.44,78,47.04,18.48,5.04,0,0,0,0,0
2020-05-30,183,674.16,28,82.56,0,82.56,0.96,0,0,0,0,0,0.96,14.16,35.28,68.4,73.68,82.56,78.72,81.12,77.52,64.8,44.88,29.76,17.76,4.56,0,0,0,0,0
2020-05-31,184,743.52,31,132,0,132,3.12,0,0,0,0,0,0,9.84,24.24,24.24,62.4,73.44,104.16,102.48,132,88.8,66.96,36.48,15.36,3.12,0,0,0,0,0
2020-06-01,185,917.28,38,122.16,0,122.16,0.48,0,0,0,0,0,0.48,9.36,28.8,63.6,90,110.88,118.56,112.56,122.16,110.4,81.6,48.24,17.28,3.36,0,0,0,0,0
2020-06-02,186,1093.44,46,139.44,0,139.44,0.72,0,0,0,0,0,0.72,19.68,62.16,83.76,117.12,129.84,139.44,139.44,129.84,109.92,86.64,51.12,18.48,5.28,0,0,0,0,0
2020-06-03,187,791.28,33,126.96,0,126.96,0.48,0,0,0,0,0,0.48,9.84,20.64,32.4,46.56,64.8,101.28,116.88,126.96,107.04,79.2,52.56,26.88,5.76,0,0,0,0,0
2020-06-04,188,928.08,39,130.56,0,130.56,0.24,0,0,0,0,0,0,2.88,21.84,71.76,93.6,117.12,130.56,128.88,111.84,107.04,67.44,50.16,19.68,5.04,0.24,0,0,0,0
2020-06-05,189,911.52,38,125.76,0,125.76,2.64,0,0,0,0,0,2.64,16.32,45.6,72.96,97.68,108.24,112.08,125.76,106.8,84,68.4,45.84,19.2,6,0,0,0,0,0
2020-06-06,190,756.96,32,112.8,0,112.8,5.04,0,0,0,0,0,0,5.28,18.48,31.68,58.8,84.96,100.32,112.8,108.96,95.04,73.2,44.16,18.24,5.04,0,0,0,0,0
2020-06-07,191,1054.32,44,137.04,0,137.04,0.48,0,0,0,0,0,0.48,17.28,50.4,83.04,108.48,126.24,135.12,137.04,129.84,111.84,83.76,49.44,17.76,3.6,0,0,0,0,0
2020-06-08,192,1026.48,43,132.24,0,132.24,1.2,0,0,0,0,0,1.2,17.52,51.36,82.56,107.52,124.08,132.24,132,124.08,106.08,80.4,48,16.32,3.12,0,0,0,0,0
2020-06-09,193,1025.76,43,131.76,0,131.76,0.48,0,0,0,0,0,0.48,18.96,54,84.96,108,122.64,131.76,130.56,121.68,104.64,80.16,47.76,17.04,3.12,0,0,0,0,0
2020-06-10,194,1014.24,42,136.56,0,136.56,0.48,0,0,0,0,0,0.48,17.04,53.28,85.92,111.12,126.96,136.56,124.32,126.72,108,64.08,37.92,16.8,5.04,0,0,0,0,0
2020-06-11,195,600.48,25,93.84,0,93.84,1.2,0,0,0,0,0,0,1.2,11.04,35.04,45.12,73.92,65.28,93.84,87.84,72,47.52,47.52,16.56,3.6,0,0,0,0,0
2020-06-12,196,678.24,28,125.04,0,125.04,0.72,0,0,0,0,0,0,0.72,11.28,20.88,32.88,61.2,73.68,108.24,125.04,84.72,81.84,52.32,20.88,4.56,0,0,0,0,0
2020-06-13,197,354.96,15,78.24,0,78.24,0.72,0,0,0,0,0,0,0.72,4.32,14.64,11.28,24.48,47.28,62.88,78.24,59.28,36.72,10.08,5.04,0,0,0,0,0,0
2020-06-14,198,185.04,8,46.08,0,46.08,0.24,0,0,0,0,0,0,0,0.24,4.8,12.24,6.48,9.6,13.44,9.6,21.12,46.08,38.64,16.8,5.76,0.24,0,0,0,0
2020-06-15,199,1018.32,42,129.12,0,129.12,0.72,0,0,0,0,0,0.72,24,44.88,82.8,90.72,129.12,124.8,127.92,123.6,110.88,85.2,49.92,19.68,4.08,0,0,0,0,0
2020-06-16,200,1062,44,136.32,0,136.32,0.24,0,0,0,0,0,0.72,18.48,57.36,91.92,115.44,129.6,136.08,136.32,127.2,98.4,76.32,50.16,19.92,3.84,0.24,0,0,0,0
2020-06-17,201,719.28,30,97.68,0,97.68,0.48,0,0,0,0,0,0.48,12.72,34.08,71.28,97.68,82.32,73.92,93.12,83.76,76.8,43.44,34.32,12.96,2.4,0,0,0,0,0
2020-06-18,202,102.96,4,18.96,0,18.96,0.72,0,0,0,0,0,0,0.72,3.12,5.76,7.44,10.08,18.96,9.12,18.24,12,12.96,3.84,0.72,0,0,0,0,0,0
2020-06-19,203,950.64,40,145.2,0,145.2,0.24,0,0,0,0,0,0.24,8.4,27.36,54.48,89.04,114.96,136.56,145.2,127.44,108.96,66.48,46.8,17.28,7.44,0,0,0,0,0
2020-06-20,204,944.4,39,138,0,138,0.72,0,0,0,0,0,0.72,5.76,25.92,46.32,74.88,113.76,138,138,129.36,111.84,85.92,51.6,17.76,4.56,0,0,0,0,0
2020-06-21,205,1002.72,42,141.84,0,141.84,0.72,0,0,0,0,0,0.72,17.28,54.48,89.52,116.16,133.2,141.84,138.72,83.52,108.24,57.12,47.76,11.52,2.64,0,0,0,0,0
2020-06-22,206,1077.6,45,136.8,0,136.8,0.24,0,0,0,0,0,0.24,17.76,54.48,88.32,113.52,130.08,136.8,136.56,128.88,113.04,86.64,52.56,16.8,1.92,0,0,0,0,0
2020-06-23,207,1056.48,44,135.12,0,135.12,0.24,0,0,0,0,0,0.24,17.52,53.28,88.56,113.28,129.36,135.12,134.4,126,99.36,82.8,48.96,20.16,7.44,0,0,0,0,0
2020-06-24,208,430.8,18,75.6,0,75.6,0.24,0,0,0,0,0,3.36,15.6,38.88,75.6,41.52,53.76,50.64,71.28,31.44,24.48,12.96,9.84,1.2,0.24,0,0,0,0,0
